split,seed,fold,phase,train_end_idx,val_start_idx,val_end_idx,test_start_idx,test_end_idx,n_test_samples,validation_relative_total_return,policy_total_return,policy_relative_total_return,static_hold_total_return,delta_total_return_vs_static_hold,mean_spy_weight,mean_turnover,test_worst_daily_relative_return,test_max_relative_drawdown,active,signal_scale,signal_bias,validation_signal_abs_p95,validation_proposed_step_p95,validation_proposed_steps_over_band,validation_gate_suppressed_step_count,validation_gate_suppression_rate,test_signal_abs_p95,test_proposed_step_p95,test_proposed_steps_over_band,test_executed_step_count,test_gate_suppressed_step_count,test_gate_suppression_rate
chrono,5,fold_01,test,1628,1629,2326,2327,2791,465,0.007066000499295955,0.23456974609041703,0.005043804161296794,0.2283740678553392,0.006195678235077828,1.0129723133876962,0.00021984410238472756,-0.00108132187626242,0.0026902150332211994,1,0.30333333333333334,0.02774405697659868,0.06257411657199181,0.022576361835708873,68,686,0.9842180774748924,0.05972750009368612,0.019567811597105866,11,4,460,0.9913793103448276
chrono,5,fold_02,test,2093,2094,2791,2792,3256,465,0.007724120611789953,0.2820267787554993,0.009503322208342935,0.2699579590793191,0.012068819676180231,1.009520387544347,0.0016934351118655278,-0.0018871149213303129,0.0061164247615485,1,0.3466666666666667,0.026501758019727286,0.05599203320773828,0.02089445249021926,31,692,0.9928263988522238,0.08417543626537563,0.024723537249611263,47,27,437,0.9418103448275862
chrono,5,fold_03,test,2558,2559,3256,3257,3721,465,0.008896712398225315,0.2784839091195037,0.004600539617262811,0.2726291283962341,0.005854780723269615,1.0123793700047719,0.0007569853440703954,-0.0017633207028681097,0.0048684100451122925,1,0.39,0.034563789456148804,0.07929569084295528,0.023440973237153072,55,668,0.9583931133428981,0.09008096000249696,0.022044632078854924,28,13,451,0.9719827586206896
chrono,5,fold_04,test,3023,3024,3721,3722,4186,465,0.011977099797241486,0.35062997629870263,0.004714305800240348,0.34429257003854996,0.006337406260152667,1.0132377467615896,0.0004943795583526672,-0.0011660074138445387,0.003615199606857744,1,0.3466666666666667,0.037412408451300894,0.09132093987883151,0.02242608647623725,44,670,0.9612625538020086,0.09082915790602497,0.02274231817263969,28,9,455,0.9806034482758621
chrono,5,fold_05,test,3488,3489,4186,4187,4651,465,0.007776732692497346,0.3667313025683563,0.003334476258490149,0.36218911530380193,0.004542187264554354,1.0060706703732851,0.00018912139977905428,-0.000475028795924648,0.0018268475089726621,1,0.17333333333333334,0.042703172624650294,0.10632046693363675,0.01849821985026512,17,692,0.9928263988522238,0.07541898933979616,0.017453384988128002,9,3,461,0.9935344827586207
