split,seed,fold,phase,train_end_idx,val_start_idx,val_end_idx,test_start_idx,test_end_idx,n_test_samples,validation_relative_total_return,policy_total_return,policy_relative_total_return,static_hold_total_return,delta_total_return_vs_static_hold,mean_spy_weight,mean_turnover,active,signal_scale,signal_bias,validation_signal_abs_p95,validation_proposed_step_p95,validation_proposed_steps_over_band,validation_gate_suppressed_step_count,validation_gate_suppression_rate,test_signal_abs_p95,test_proposed_step_p95,test_proposed_steps_over_band,test_executed_step_count,test_gate_suppressed_step_count,test_gate_suppression_rate
chrono,5,fold_01,test,1628,1629,2326,2327,2791,465,0.010932681231494268,0.24024646664868343,0.009665133043774476,0.2283740678553392,0.01187239879334423,1.0478039705369482,0.0002166162044933209,1,0.5,0.1043577333991401,0.1623235086857677,0.008390840421819087,9,690,0.9899569583931134,0.15924995331977912,0.0057855421814445585,3,3,461,0.9935344827586207
chrono,5,fold_02,test,2093,2094,2791,2792,3256,465,0.016194201718562118,0.26528744009478666,-0.0036776957466516658,0.2699579590793191,-0.004670518984532412,1.0358832784973182,0.0014868527323648152,1,0.45000000000000007,0.09312267551475348,0.13254673858195087,0.011025011387441068,9,690,0.9899569583931134,0.14000542449695122,0.022108782404755833,37,24,440,0.9482758620689655
chrono,5,fold_03,test,2558,2559,3256,3257,3721,465,0.0022838463715368906,0.2745475300938556,0.0015074318627603667,0.2726291283962341,0.0019184016976214746,0.9894716773750849,4.851761578301838e-05,1,-0.14999999999999997,0.10003860865052605,0.1374418835820937,0.018977731718291466,18,692,0.9928263988522238,0.14072941404438863,0.018867827418827476,8,1,463,0.9978448275862069
chrono,5,fold_04,test,3023,3024,3721,3722,4186,465,0.003712763392731633,0.35702763132160054,0.009473429792656862,0.34429257003854996,0.012735061283050575,1.0377444187914184,0.0007305771550296624,1,0.4,0.09953664205036222,0.14097261959371313,0.018432887085678338,27,679,0.9741750358680057,0.15088809314683882,0.020573032517443544,29,14,450,0.9698275862068966
chrono,5,fold_05,test,3488,3489,4186,4187,4651,465,0.006267649482701421,0.37450725180217015,0.009042897465540989,0.36218911530380193,0.012318136498368215,1.041588921571244,0.000687576027830582,1,0.5,0.11120626698905019,0.17339302963774048,0.015120706039054082,12,688,0.9870875179340028,0.16249681184450035,0.014864320226969988,9,9,455,0.9806034482758621
