split,seed,fold,phase,train_end_idx,val_start_idx,val_end_idx,test_start_idx,test_end_idx,n_test_samples,validation_relative_total_return,policy_total_return,policy_relative_total_return,static_hold_total_return,delta_total_return_vs_static_hold,mean_spy_weight,mean_turnover,test_worst_daily_relative_return,test_max_relative_drawdown,active,signal_scale,signal_scale_state_slope,signal_bias,validation_signal_abs_p95,validation_proposed_step_p95,validation_proposed_steps_over_band,validation_gate_suppressed_step_count,validation_gate_suppression_rate,test_signal_abs_p95,test_proposed_step_p95,test_proposed_steps_over_band,test_executed_step_count,test_gate_suppressed_step_count,test_gate_suppression_rate
chrono,17,fold_04,test,3023,3024,3721,3722,4186,465,0.004905632347622646,0.3515851733193538,0.005424863190752305,0.34429257003854996,0.007292603280803833,1.0029777475787496,0.0001997239539636098,-0.0011890861594729962,0.002207223502290412,1,0.1866666666666667,0.0,0.10801368754853613,0.1903626750278683,0.029141095174692648,0,696,0.9985652797704447,0.1916953129548302,0.03378513730351458,0,2,462,0.9956896551724138
chrono,17,fold_05,test,3488,3489,4186,4187,4651,465,0.017656189474647865,0.3846121343573925,0.016461017638207842,0.36218911530380193,0.022423019053590565,1.0258058650153796,0.00010041192612988152,-0.002139737719005552,0.004415060963621764,1,0.2,0.0,0.12890396833829754,0.21616429106987164,0.03321886186007523,0,696,0.9985652797704447,0.16189918778101828,0.02922016713418245,0,1,463,0.9978448275862069
