split,seed,fold,phase,train_end_idx,val_start_idx,val_end_idx,test_start_idx,test_end_idx,n_test_samples,fold_status,fold_error,validation_relative_total_return,policy_total_return,policy_relative_total_return,static_hold_total_return,delta_total_return_vs_static_hold,mean_spy_weight,mean_turnover,test_worst_daily_relative_return,test_max_relative_drawdown,active,signal_scale,signal_scale_state_slope,signal_bias,validation_signal_abs_p95,validation_proposed_step_p95,validation_proposed_steps_over_band,validation_gate_suppressed_step_count,validation_gate_suppression_rate,test_signal_abs_p95,test_proposed_step_p95,test_proposed_steps_over_band,test_executed_step_count,test_gate_suppressed_step_count,test_gate_suppression_rate
chrono,7,fold_01,test,438,439,627,628,753,126,ok,,0.0,0.12109150700389226,0.0,0.12109150700389226,0.0,1.0,0.0,0.0,0.0,0,-0.011999999999999955,0.0,0.13026586306838572,0.34758033209676265,0.003850615192994933,0,188,1.0,0.4927594646743176,0.005459190629282062,0,0,125,1.0
chrono,7,fold_02,test,564,565,753,754,879,126,ok,,0.00027196217341796114,0.021351554044068077,0.0,0.021351554044068077,0.0,1.0,0.0,0.0,0.0,0,0.01200000000000001,0.0,0.18758109021860253,0.6940293285693568,0.007262555792360182,1,186,0.9893617021276596,0.663995331091561,0.007359408257880107,0,0,125,1.0
chrono,7,fold_03,test,690,691,879,880,1005,126,ok,,0.0,-0.068387551462739,0.0008332826361348022,-0.06916320160391776,0.000775650141178752,0.9984516027266132,7.373320349461445e-05,-0.00044681739809693255,0.0005862005247549984,1,-0.011999999999999955,0.0,0.20275358844838692,0.6924531498142293,0.007671924524277319,0,188,1.0,0.9566584461410549,0.007303778978699381,0,1,124,0.992
chrono,7,fold_04,test,816,817,1005,1006,1131,126,ok,,0.0017693199735695497,0.19516798910958233,-0.0016292478392224696,0.1971183916624919,-0.0019504025529095692,0.9981970509897801,0.0008364638810038385,-0.0010770440313218055,0.0030638277339074538,1,-0.035999999999999976,0.0,0.2248904521891187,0.8480418484503197,0.008010828701740158,4,181,0.9627659574468085,0.8974005547448246,0.009785449919923361,4,8,117,0.936
chrono,7,fold_05,test,942,943,1131,1132,1257,126,ok,,0.0,0.09616461114650843,0.0,0.09616461114650843,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.24221145328507512,0.9899826213888155,0.0,0,188,1.0,0.3299883790472671,0.0,0,0,125,1.0
