candidate,strict3_pass,relaxed3_pass,sum_delta_mean,sum_delta_robust
objw05_ntb005_floor_t15_p3_tailr320_q05_b20,False,False,7.87878712484502e-06,0.0003754364521833998
objw05_ntb005_floor_t15_p3_tailr320,False,False,3.5741459281419152e-06,0.0004384887053598996
objw05_ntb005_floor_t15_p3,False,False,0.0,0.0
