candidate,cases_w2020_2026,breaches_w2020_2026,mean_test_relative_w2020_2026,min_robust_min_p05_w2020_2026,max_dead_fold_fraction_w2020_2026,cases_w2015_2019,breaches_w2015_2019,mean_test_relative_w2015_2019,min_robust_min_p05_w2015_2019,max_dead_fold_fraction_w2015_2019,delta_mean_w2020_2026,delta_mean_w2015_2019,delta_robust_w2020_2026,delta_robust_w2015_2019,strict_pass,relaxed_pass,score_sum_delta_mean,score_sum_delta_robust
objw05_ntb005_floor_t15_p3_tailr240,72,0,6.577593106470067e-05,-0.003837167581525,0.0,72,0,-0.00011148002309976462,-0.0022399831678431,0.0,0.0,1.5344477599618227e-05,0.0,0.0005891304638586999,False,True,1.5344477599618227e-05,0.0005891304638586999
objw05_ntb005_floor_t15_p3,72,0,6.577593106470067e-05,-0.003837167581525,0.0,72,0,-0.00012682450069938285,-0.0028291136317018,0.0,0.0,0.0,0.0,0.0,False,False,0.0,0.0
