candidate,cases_w2020_2026,breaches_w2020_2026,mean_test_relative_w2020_2026,min_robust_min_p05_w2020_2026,max_dead_fold_fraction_w2020_2026,cases_w2015_2019,breaches_w2015_2019,mean_test_relative_w2015_2019,min_robust_min_p05_w2015_2019,max_dead_fold_fraction_w2015_2019,delta_mean_test_relative_w2020_2026,delta_mean_test_relative_w2015_2019,delta_min_robust_min_p05_w2020_2026,delta_min_robust_min_p05_w2015_2019,delta_max_dead_fold_fraction_w2020_2026,delta_max_dead_fold_fraction_w2015_2019,total_breaches,combined_mean_test_relative,worst_min_robust_min_p05,worst_dead_fold_fraction,promo_pass_strict,promo_pass_relaxed
objw05_ntb005_floor_t15_p3_tailr240,24,0,6.577593106470065e-05,-0.003837167581525,0.0,24,0,-0.00010738643429404362,-0.0020787701838638,0.0,0.0,1.0543455166472977e-05,0.0,0.00014996207781960017,0.0,0.0,0,-2.0805251614671483e-05,-0.003837167581525,0.0,False,True
objw05_ntb005_floor_t15_p3_tailr160,24,0,6.577593106470065e-05,-0.003837167581525,0.0,24,0,-0.00011086105679542373,-0.0020787701838638,0.0,0.0,7.068832665092862e-06,0.0,0.00014996207781960017,0.0,0.0,0,-2.254256286536154e-05,-0.003837167581525,0.0,False,True
objw05_ntb005_floor_t15_p3,24,0,6.577593106470065e-05,-0.003837167581525,0.0,24,0,-0.0001179298894605166,-0.0022287322616834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2.607697919790797e-05,-0.003837167581525,0.0,False,False
objw05_ntb005_floor_t15_p3_tailhm60,24,0,6.577593106470065e-05,-0.003837167581525,0.0,24,0,-0.0001179298894605166,-0.0022287322616834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2.607697919790797e-05,-0.003837167581525,0.0,False,False
objw05_ntb005_floor_t15_p3_tailhm65,24,0,6.577593106470065e-05,-0.003837167581525,0.0,24,0,-0.0001179298894605166,-0.0022287322616834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-2.607697919790797e-05,-0.003837167581525,0.0,False,False
objw05_ntb005_floor_t15_p3_tailw10,24,0,-0.00011788267499930556,-0.0024589854331696,0.0,24,1,-0.00010526583000081123,-0.0020787701838638,0.0,-0.00018365860606400623,1.266405945970536e-05,0.0013781821483554,0.00014996207781960017,0.0,0.0,1,-0.0001115742525000584,-0.0024589854331696,0.0,False,False
objw05_ntb005_floor_t15_p3_tailw15,24,0,-0.00013636605393750002,-0.0018143670444547,0.0,24,21,-5.132994161115666e-07,-0.0017893604353717,0.0,-0.00020214198500220066,0.00011741659004440503,0.0020228005370702996,0.00043937182631169987,0.0,0.0,21,-6.843967667680579e-05,-0.0018143670444547,0.0,False,False
