split,seed,fold,phase,train_end_idx,val_start_idx,val_end_idx,test_start_idx,test_end_idx,n_test_samples,validation_relative_total_return,policy_total_return,policy_relative_total_return,static_hold_total_return,delta_total_return_vs_static_hold,mean_spy_weight,mean_turnover,test_worst_daily_relative_return,test_max_relative_drawdown,active,signal_scale,signal_scale_state_slope,signal_bias,validation_signal_abs_p95,validation_proposed_step_p95,validation_proposed_steps_over_band,validation_gate_suppressed_step_count,validation_gate_suppression_rate,test_signal_abs_p95,test_proposed_step_p95,test_proposed_steps_over_band,test_executed_step_count,test_gate_suppressed_step_count,test_gate_suppression_rate
chrono,5,fold_04,test,3023,3024,3721,3722,4186,465,0.005077970249984354,0.35147500210756677,0.005342908403347613,0.34429257003854996,0.007182432069016809,1.0025184997064525,0.00021203802352261843,-0.0012527327947357003,0.0023252798415518416,1,0.1866666666666667,0.0,0.11428299396358858,0.19159434587925359,0.03152345512280523,0,696,0.9985652797704447,0.19467798017195445,0.03682153669582102,0,2,462,0.9956896551724138
chrono,5,fold_05,test,3488,3489,4186,4187,4651,465,0.018774912085529394,0.38583694011204495,0.01736016280160113,0.36218911530380193,0.023647824808243012,1.027319066163599,0.00010629986834085241,-0.0022652073969783304,0.004673567205390472,1,0.2,0.0,0.13726170650220473,0.22102696893725624,0.036444403292949935,1,696,0.9985652797704447,0.16868187198588774,0.03203476976322376,0,1,463,0.9978448275862069
