split,seed,fold,phase,train_end_idx,val_start_idx,val_end_idx,test_start_idx,test_end_idx,n_test_samples,validation_relative_total_return,policy_total_return,policy_relative_total_return,static_hold_total_return,delta_total_return_vs_static_hold,mean_spy_weight,mean_turnover,active,signal_scale,signal_bias,validation_signal_abs_p95,validation_proposed_step_p95,validation_proposed_steps_over_band,validation_gate_suppressed_step_count,validation_gate_suppression_rate,test_signal_abs_p95,test_proposed_step_p95,test_proposed_steps_over_band,test_executed_step_count,test_gate_suppressed_step_count,test_gate_suppression_rate
chrono,5,fold_01,test,1628,1629,2326,2327,2791,465,0.011557634942093609,0.2402981323374478,0.0097071932680306,0.2283740678553392,0.011924064482108587,1.0480421466841694,0.00021817887828595357,1,0.45000000000000007,0.10435754121355542,0.16232289214295773,0.01168583743839779,7,690,0.9899569583931134,0.15924951732797848,0.004353422040547894,3,3,461,0.9935344827586207
chrono,5,fold_02,test,2093,2094,2791,2792,3256,465,0.01745611406461345,0.27063456648427175,0.0005327793728251429,0.2699579590793191,0.0006766074049526782,1.027509835858044,0.001151552172855666,1,0.5,0.09312254210213393,0.132546506605959,0.009024479732984585,7,690,0.9899569583931134,0.14000538878254606,0.019548281342291363,20,20,444,0.9568965517241379
chrono,5,fold_03,test,2558,2559,3256,3257,3721,465,0.0016255584205933094,0.27438963855642196,0.0013833646589611615,0.2726291283962341,0.0017605101601878559,0.9904288142556281,4.4106846748257205e-05,1,-0.14999999999999997,0.10003849137265707,0.13744146505772525,0.01724629278337637,5,692,0.9928263988522238,0.14072921692971388,0.017152547588632015,1,1,463,0.9978448275862069
chrono,5,fold_04,test,3023,3024,3721,3722,4186,465,0.004635279113480717,0.353369424802769,0.006752142328629196,0.34429257003854996,0.009076854764219044,1.0302620217067515,0.0005681054426063942,1,0.3500000000000001,0.09953654330418335,0.14097247025083168,0.016765610710573586,14,683,0.9799139167862266,0.1508878595483634,0.018497530283323547,12,12,452,0.9741379310344828
chrono,5,fold_05,test,3488,3489,4186,4187,4651,465,0.008458238308260313,0.3739635321801418,0.008643746117229734,0.36218911530380193,0.011774416876339844,1.0398490780479368,0.0003913092798186259,1,0.3500000000000001,0.11120617136928332,0.17339261136744585,0.01744984439283077,12,685,0.9827833572453372,0.16249651682418004,0.01692281926662569,6,6,458,0.9870689655172413
