split,seed,fold,phase,train_end_idx,val_start_idx,val_end_idx,test_start_idx,test_end_idx,n_test_samples,fold_status,fold_error,validation_relative_total_return,policy_total_return,policy_relative_total_return,static_hold_total_return,delta_total_return_vs_static_hold,mean_spy_weight,mean_turnover,test_worst_daily_relative_return,test_max_relative_drawdown,active,signal_scale,signal_scale_state_slope,signal_bias,validation_signal_abs_p95,validation_proposed_step_p95,validation_proposed_steps_over_band,validation_gate_suppressed_step_count,validation_gate_suppression_rate,test_signal_abs_p95,test_proposed_step_p95,test_proposed_steps_over_band,test_executed_step_count,test_gate_suppressed_step_count,test_gate_suppression_rate
chrono,7,fold_01,test,553,554,790,791,948,158,ok,,0.00014061665895348519,0.09672331991248106,0.0,0.09672331991248106,0.0,1.0,0.0,0.0,0.0,0,0.01200000000000001,0.0,0.25607843601479807,0.5923612027366159,0.0037615759090455225,1,234,0.9915254237288136,0.27152407695429714,0.003007845215793692,0,0,157,1.0
chrono,7,fold_02,test,711,712,948,949,1106,158,ok,,0.0011278122276676683,0.22952638183147167,-0.003237411480505936,0.23351979297066627,-0.0039934111391946026,1.008351582883704,0.005388836955774128,-0.0007543410424107888,0.005017090978990946,1,0.21600000000000003,0.0,0.15553049905157945,0.34317181444057504,0.02104579078751259,118,113,0.4788135593220339,0.26936588505954884,0.016407065731847095,82,89,68,0.43312101910828027
chrono,7,fold_03,test,869,870,1106,1107,1264,158,ok,,0.00015674820931321776,0.10876350662132239,0.0,0.10876350662132239,0.0,1.0,0.0,0.0,0.0,0,-0.011999999999999955,0.0,0.17774499165227184,0.3019049461542971,0.0034916767962638595,1,234,0.9915254237288136,0.22703083693542056,0.002518870904083691,0,0,157,1.0
chrono,7,fold_04,test,1027,1028,1264,1265,1422,158,ok,,0.0003165525563182392,0.11635164864869463,0.0002043480336249015,0.11612357099168014,0.00022807765701449156,1.0067478897142434,0.0007894295448052287,-0.0009133614413099345,0.0020201758589089014,1,0.03600000000000003,0.0,0.19040766428778272,0.23210923059516025,0.003990013927248126,5,229,0.9703389830508474,0.46174854821179706,0.0069602402088754,15,17,140,0.89171974522293
chrono,7,fold_05,test,1185,1186,1422,1423,1580,158,ok,,0.0028883796396204087,0.11176439742929367,0.0013684809195773084,0.11024504826468817,0.001519349164605499,1.0308452460530357,0.0038121508350760767,-0.0007332200674383671,0.0035076849063683246,1,0.22800000000000004,0.0,0.21084669352719884,0.4385703630138381,0.01601822670853867,76,154,0.652542372881356,0.21040801244160898,0.011477963292331543,62,68,89,0.5668789808917197
