split,seed,fold,phase,phase_start,phase_end,policy_total_return,static_hold_total_return,optimizer_total_return,policy_relative_total_return,static_hold_relative_total_return,optimizer_relative_total_return,policy_cash_weight,static_hold_cash_weight,optimizer_cash_weight,policy_trend_weight,static_hold_trend_weight,policy_turnover,static_hold_turnover,optimizer_turnover,policy_rebalance_count,static_hold_rebalance_count,policy_late_def_rate,delta_total_return_vs_static_hold,delta_total_return_vs_optimizer,delta_relative_total_return_vs_static_hold,delta_relative_total_return_vs_optimizer,delta_cash_weight_vs_static_hold,delta_cash_weight_vs_optimizer,delta_trend_weight_vs_static_hold,delta_turnover_vs_static_hold,delta_turnover_vs_optimizer,delta_rebalance_count_vs_static_hold
regime,17,fold_01,test,2022-04-25 00:00:00,2023-08-21 00:00:00,0.022872,0.052584,0.0,-0.028228,0.0,-0.049957,0.130087,0.0,1.0,0.869913,1.0,0.014594,0.0,0.0,66.0,1.0,0.0,-0.029712,0.022872,-0.028228,0.02173,0.130087,-0.869913,-0.130087,0.014594,0.014594,65.0
regime,17,fold_01,validation,2019-01-03 00:00:00,2022-04-22 00:00:00,0.729309,0.796711,0.0,-0.037514,0.0,-0.443427,0.120142,0.0,1.0,0.879858,1.0,0.011052,0.0,0.0,122.0,1.0,0.0,-0.067401,0.729309,-0.037514,0.405914,0.120142,-0.879858,-0.120142,0.011052,0.011052,121.0
regime,17,fold_02,test,2023-08-22 00:00:00,2024-12-16 00:00:00,0.344591,0.404754,0.007149,-0.042828,0.0,-0.283043,0.110484,0.0,0.990991,0.889516,1.0,0.00395,0.0,0.006006,20.0,1.0,0.0,-0.060163,0.337442,-0.042828,0.240215,0.110484,-0.880507,-0.110484,0.00395,-0.002056,19.0
regime,17,fold_02,validation,2020-04-30 00:00:00,2023-08-21 00:00:00,0.509223,0.574403,0.0,-0.0414,0.0,-0.364839,0.125999,0.0,1.0,0.874001,1.0,0.007846,0.0,0.0,96.0,1.0,0.0,-0.06518,0.509223,-0.0414,0.323439,0.125999,-0.874001,-0.125999,0.007846,0.007846,95.0
regime,17,fold_03,test,2024-12-17 00:00:00,2026-04-17 00:00:00,0.143626,0.191296,-0.018816,-0.040015,0.0,-0.176372,0.128259,0.0,0.996997,0.871741,1.0,0.017012,0.0,0.006006,79.0,1.0,0.0,-0.04767,0.162442,-0.040015,0.136357,0.128259,-0.868738,-0.128259,0.017012,0.011006,78.0
regime,17,fold_03,validation,2021-08-25 00:00:00,2024-12-16 00:00:00,0.391681,0.420097,0.007149,-0.02001,0.0,-0.290789,0.133321,0.0,0.996399,0.866679,1.0,0.015968,0.0,0.002401,179.0,1.0,0.0,-0.028416,0.384532,-0.02001,0.270779,0.133321,-0.863078,-0.133321,0.015968,0.013567,178.0
regime,27,fold_01,test,2022-04-25 00:00:00,2023-08-21 00:00:00,0.037355,0.052584,0.0,-0.014469,0.0,-0.049957,0.137105,0.0,1.0,0.862895,1.0,0.015606,0.0,0.0,67.0,1.0,0.0,-0.01523,0.037355,-0.014469,0.035489,0.137105,-0.862895,-0.137105,0.015606,0.015606,66.0
regime,27,fold_01,validation,2019-01-03 00:00:00,2022-04-22 00:00:00,0.71704,0.796711,0.0,-0.044342,0.0,-0.443427,0.122484,0.0,1.0,0.877516,1.0,0.011547,0.0,0.0,127.0,1.0,0.0,-0.079671,0.71704,-0.044342,0.399085,0.122484,-0.877516,-0.122484,0.011547,0.011547,126.0
regime,27,fold_02,test,2023-08-22 00:00:00,2024-12-16 00:00:00,0.333884,0.404754,0.007149,-0.05045,0.0,-0.283043,0.131591,0.0,0.990991,0.868409,1.0,0.011997,0.0,0.006006,52.0,1.0,0.0,-0.07087,0.326735,-0.05045,0.232592,0.131591,-0.8594,-0.131591,0.011997,0.005991,51.0
regime,27,fold_02,validation,2020-04-30 00:00:00,2023-08-21 00:00:00,0.528317,0.574403,0.0,-0.029272,0.0,-0.364839,0.14781,0.0,1.0,0.85219,1.0,0.019718,0.0,0.0,201.0,1.0,0.0,-0.046086,0.528317,-0.029272,0.335566,0.14781,-0.85219,-0.14781,0.019718,0.019718,200.0
regime,27,fold_03,test,2024-12-17 00:00:00,2026-04-17 00:00:00,0.167245,0.191296,-0.018816,-0.020189,0.0,-0.176372,0.152362,0.0,0.996997,0.847638,1.0,0.015873,0.0,0.006006,67.0,1.0,0.0,-0.024051,0.186061,-0.020189,0.156184,0.152362,-0.844635,-0.152362,0.015873,0.009867,66.0
regime,27,fold_03,validation,2021-08-25 00:00:00,2024-12-16 00:00:00,0.356903,0.420097,0.007149,-0.044499,0.0,-0.290789,0.151889,0.0,0.996399,0.848111,1.0,0.012141,0.0,0.002401,128.0,1.0,0.0,-0.063193,0.349755,-0.044499,0.246289,0.151889,-0.844509,-0.151889,0.012141,0.009741,127.0
