split,seed,fold,phase,phase_start,phase_end,policy_total_return,static_hold_total_return,policy_relative_total_return,policy_cash_weight,policy_borrow_weight,policy_turnover,policy_rebalance_count,delta_total_return_vs_static_hold,train_best_validation_objective,train_diag_passed_candidates,train_diag_coarse_candidates,train_diag_refine_candidates,train_diag_gate_fail_tail_cash,train_diag_gate_fail_tail_relative,train_diag_gate_fail_stress_relative,train_diag_gate_fail_full_relative,train_diag_gate_fail_turnover,train_diag_gate_fail_inactive,train_diag_gate_fail_robust_window,train_diag_gate_fail_overfit_gap,train_diag_rescue_gate_used,train_diag_fallback_used,train_diag_near_lower_bound_count,train_diag_near_upper_bound_count,train_diag_tail_calm_share,train_diag_tail_drawdown_share,train_diag_tail_high_vol_share,train_diag_objective_weight_full,train_diag_objective_weight_tail,train_diag_objective_weight_stress,train_diag_robust_window_mean_relative,train_diag_robust_window_min_relative,train_diag_robust_window_std_relative,train_diag_validation_relative_total_return,train_diag_active_selected,train_diag_selected_via_pareto,train_diag_tail_rows,train_diag_stress_rows,param_bias,param_w_ret_1,param_w_ret_5,param_w_ret_21,param_w_ret_63,param_w_ma_gap_63,param_w_dd_63,param_w_vol_5,param_w_vol_21,param_w_vol_ratio_5_21,param_w_ret_accel,param_tactical_scale,param_action_smoothing,param_no_trade_band
chrono,7,fold_01,test,2020-09-28 00:00:00,2022-08-02 00:00:00,0.267981,0.272629,-0.003652,0.018099,0.0,0.001705,52,-0.004648,-0.044735,474,260,220,0,3,3,0,3,0,0,1,False,False,0,0,0.245,0.31,0.39,0.6,0.25,0.15,0.00025,-0.001762,0.001616,0.000186,True,True,200,57,0.105062,-0.688016,-0.751281,0.09228,0.059783,-0.408686,0.133832,-0.164178,-0.090782,-0.699063,-0.380972,0.060085,0.498201,0.01209
chrono,7,fold_01,validation,2017-12-18 00:00:00,2020-09-25 00:00:00,0.299313,0.299071,0.000186,0.018706,0.0,0.001222,52,0.000242,-0.044735,474,260,220,0,3,3,0,3,0,0,1,False,False,0,0,0.245,0.31,0.39,0.6,0.25,0.15,0.00025,-0.001762,0.001616,0.000186,True,True,200,57,0.105062,-0.688016,-0.751281,0.09228,0.059783,-0.408686,0.133832,-0.164178,-0.090782,-0.699063,-0.380972,0.060085,0.498201,0.01209
chrono,7,fold_02,test,2022-08-03 00:00:00,2024-06-07 00:00:00,0.344293,0.344293,0.0,0.0,0.0,0.0,0,0.0,-0.063953,470,260,220,0,0,0,0,10,0,0,0,False,False,0,0,0.3,0.395,0.0,0.35,0.4,0.25,-0.001209,-0.003206,0.001579,-0.003622,False,True,200,61,0.294413,0.296419,-0.243677,0.006594,-0.135308,0.812442,1.205009,-0.416969,0.006706,0.243518,0.371122,0.053755,0.332861,0.004555
chrono,7,fold_02,validation,2019-10-24 00:00:00,2022-08-02 00:00:00,0.42204,0.42204,0.0,0.0,0.0,0.0,0,0.0,-0.063953,470,260,220,0,0,0,0,10,0,0,0,False,False,0,0,0.3,0.395,0.0,0.35,0.4,0.25,-0.001209,-0.003206,0.001579,-0.003622,False,True,200,61,0.294413,0.296419,-0.243677,0.006594,-0.135308,0.812442,1.205009,-0.416969,0.006706,0.243518,0.371122,0.053755,0.332861,0.004555
chrono,7,fold_03,test,2024-06-10 00:00:00,2026-04-17 00:00:00,0.362189,0.362189,0.0,0.0,0.0,0.0,0,0.0,-0.025722,480,260,220,0,0,0,0,0,0,0,0,False,False,2,0,0.89,0.0,0.0,0.3,0.5,0.2,-0.000788,-0.001132,0.000471,-0.002482,False,True,200,196,0.385574,0.889988,0.807951,0.855186,-0.286738,-0.736292,0.677714,-1.098913,0.144748,-0.7869,-0.349039,0.040658,0.20753,0.009982
chrono,7,fold_03,validation,2021-08-30 00:00:00,2024-06-07 00:00:00,0.23565,0.23565,0.0,0.0,0.0,0.0,0,0.0,-0.025722,480,260,220,0,0,0,0,0,0,0,0,False,False,2,0,0.89,0.0,0.0,0.3,0.5,0.2,-0.000788,-0.001132,0.000471,-0.002482,False,True,200,196,0.385574,0.889988,0.807951,0.855186,-0.286738,-0.736292,0.677714,-1.098913,0.144748,-0.7869,-0.349039,0.040658,0.20753,0.009982
chrono,17,fold_01,test,2020-09-28 00:00:00,2022-08-02 00:00:00,0.266614,0.272629,-0.004727,0.013594,0.0,0.003477,81,-0.006015,-0.140757,470,260,220,0,2,1,0,9,0,0,0,False,False,0,1,0.245,0.31,0.39,0.6,0.25,0.15,0.001563,-0.001534,0.002968,0.004121,True,True,200,57,0.497172,-0.574962,-0.490361,-0.160912,-0.439556,-0.687609,1.147042,0.103306,-1.157542,-0.444335,0.379702,0.063708,0.227738,0.011402
chrono,17,fold_01,validation,2017-12-18 00:00:00,2020-09-25 00:00:00,0.304424,0.299071,0.004121,0.014065,0.0,0.003327,111,0.005354,-0.140757,470,260,220,0,2,1,0,9,0,0,0,False,False,0,1,0.245,0.31,0.39,0.6,0.25,0.15,0.001563,-0.001534,0.002968,0.004121,True,True,200,57,0.497172,-0.574962,-0.490361,-0.160912,-0.439556,-0.687609,1.147042,0.103306,-1.157542,-0.444335,0.379702,0.063708,0.227738,0.011402
chrono,17,fold_02,test,2022-08-03 00:00:00,2024-06-07 00:00:00,0.344293,0.344293,0.0,0.0,0.0,0.0,0,0.0,-0.140993,464,260,220,0,0,0,0,16,0,0,0,False,False,0,0,0.3,0.395,0.0,0.35,0.4,0.25,-0.002107,-0.002884,0.000586,-0.006271,False,True,200,61,0.101404,0.477362,-0.11689,-0.598926,-0.611306,0.720006,1.266494,-0.644705,-0.028788,0.238454,-0.58223,0.089236,0.397781,0.00266
chrono,17,fold_02,validation,2019-10-24 00:00:00,2022-08-02 00:00:00,0.42204,0.42204,0.0,0.0,0.0,0.0,0,0.0,-0.140993,464,260,220,0,0,0,0,16,0,0,0,False,False,0,0,0.3,0.395,0.0,0.35,0.4,0.25,-0.002107,-0.002884,0.000586,-0.006271,False,True,200,61,0.101404,0.477362,-0.11689,-0.598926,-0.611306,0.720006,1.266494,-0.644705,-0.028788,0.238454,-0.58223,0.089236,0.397781,0.00266
chrono,17,fold_03,test,2024-06-10 00:00:00,2026-04-17 00:00:00,0.34133,0.362189,-0.015313,0.016927,0.0,0.00459,129,-0.020859,-0.049989,478,260,220,0,0,0,0,2,0,0,0,False,False,1,1,0.89,0.0,0.0,0.3,0.5,0.2,0.002124,-0.001729,0.002725,0.006324,True,True,200,196,0.424059,0.307571,-0.514211,0.847262,-0.406737,-0.789305,1.069093,-0.379774,-1.141172,0.459186,0.666932,0.196241,0.412614,0.001606
chrono,17,fold_03,validation,2021-08-30 00:00:00,2024-06-07 00:00:00,0.243463,0.23565,0.006324,0.02738,0.0,0.006817,297,0.007814,-0.049989,478,260,220,0,0,0,0,2,0,0,0,False,False,1,1,0.89,0.0,0.0,0.3,0.5,0.2,0.002124,-0.001729,0.002725,0.006324,True,True,200,196,0.424059,0.307571,-0.514211,0.847262,-0.406737,-0.789305,1.069093,-0.379774,-1.141172,0.459186,0.666932,0.196241,0.412614,0.001606
chrono,27,fold_01,test,2020-09-28 00:00:00,2022-08-02 00:00:00,0.272629,0.272629,0.0,0.0,0.0,0.0,0,0.0,-0.063793,473,260,220,0,1,1,0,7,0,0,0,False,False,0,0,0.245,0.31,0.39,0.6,0.25,0.15,-0.000478,-0.001659,0.001255,-0.001465,False,True,200,57,-0.049935,0.013748,-0.781311,0.390381,-0.010871,-0.683937,1.081793,-0.224283,0.149152,-0.346124,-0.245317,0.06093,0.473252,0.00052
chrono,27,fold_01,validation,2017-12-18 00:00:00,2020-09-25 00:00:00,0.299071,0.299071,0.0,0.0,0.0,0.0,0,0.0,-0.063793,473,260,220,0,1,1,0,7,0,0,0,False,False,0,0,0.245,0.31,0.39,0.6,0.25,0.15,-0.000478,-0.001659,0.001255,-0.001465,False,True,200,57,-0.049935,0.013748,-0.781311,0.390381,-0.010871,-0.683937,1.081793,-0.224283,0.149152,-0.346124,-0.245317,0.06093,0.473252,0.00052
chrono,27,fold_02,test,2022-08-03 00:00:00,2024-06-07 00:00:00,0.344293,0.344293,0.0,0.0,0.0,0.0,0,0.0,-0.068699,472,260,220,0,0,0,0,8,0,0,0,False,False,1,0,0.3,0.395,0.0,0.35,0.4,0.25,-0.000597,-0.001658,0.000977,-0.001784,False,True,200,61,0.281031,-0.445258,-0.863158,-0.756532,1.340761,0.173151,1.285152,0.304073,-0.557406,-0.497637,0.606798,0.035716,0.366879,0.00014
chrono,27,fold_02,validation,2019-10-24 00:00:00,2022-08-02 00:00:00,0.42204,0.42204,0.0,0.0,0.0,0.0,0,0.0,-0.068699,472,260,220,0,0,0,0,8,0,0,0,False,False,1,0,0.3,0.395,0.0,0.35,0.4,0.25,-0.000597,-0.001658,0.000977,-0.001784,False,True,200,61,0.281031,-0.445258,-0.863158,-0.756532,1.340761,0.173151,1.285152,0.304073,-0.557406,-0.497637,0.606798,0.035716,0.366879,0.00014
