variant,scenarios,all_non_path,all_case_floor,min_case_slack,min_mean_path_slack,mean_mean_path,mean_test_relative,mean_turnover,mean_executed_step_rate
v25k_n8,7,True,True,0.0005323243588330967,0.0015559206245965712,-0.004206313261249396,0.005610279873621477,0.000671476452037068,0.024086021505376348
v25k_n9,7,True,False,-0.0005522508259234232,0.0004164963048313326,-0.0055926477036188,0.0049178464132030265,0.0006207055518506028,0.022365591397849455
v25k_ref,7,True,False,-0.0005648666502913015,0.0004019656657107077,-0.005604305536283724,0.004923742722899806,0.0006214607614865514,0.022365591397849455
