variant,reps,group,scenario,seed,transaction_cost_bps,path_bootstrap_robust_min_p05,case_slack,breach,mean_test_relative
v28d_sig02,300,curated,stress_b14_s7070,5,25.0,-0.005997702498206103,0.0010022975017938973,False,0.005896244043710386
v28d_sig02,300,curated,stress_b14_s7070,17,18.0,-0.0043876652782405875,0.0026123347217594127,False,0.006323462816354741
v28d_sig02,300,curated,stress_b14_s7070,17,22.0,-0.004755411932874509,0.0022445880671254914,False,0.006079300810590382
v28d_sig02,300,curated,stress_b14_s7070,17,25.0,-0.00511993912032726,0.0018800608796727403,False,0.005896244043710386
v28d_sig02,300,curated,stress_b14_s7070,29,18.0,-0.005328896341575013,0.0016711036584249874,False,0.006323462816354741
v28d_sig02,300,curated,stress_b14_s7070,29,22.0,-0.005802871682968491,0.0011971283170315091,False,0.006079300810590382
v28d_sig02,300,curated,stress_b14_s7070,29,25.0,-0.006143719766092242,0.0008562802339077578,False,0.005896244043710386
v28d_sig02,300,curated,stress_b30_s10010,5,18.0,-0.0022611824265593547,0.004738817573440645,False,0.006323462816354741
v28d_sig02,300,curated,stress_b30_s10010,5,22.0,-0.00250996061303706,0.00449003938696294,False,0.006079300810590382
v28d_sig02,300,curated,stress_b30_s10010,5,25.0,-0.0026740270335875783,0.004325972966412421,False,0.005896244043710386
v28d_sig02,300,curated,stress_b30_s10010,17,18.0,-0.0025611629921466926,0.004438837007853308,False,0.006323462816354741
v28d_sig02,300,curated,stress_b30_s10010,17,22.0,-0.002833572985433391,0.004166427014566609,False,0.006079300810590382
v28d_sig02,300,curated,stress_b30_s10010,17,25.0,-0.003180197531129947,0.003819802468870053,False,0.005896244043710386
v28d_sig02,300,curated,stress_b30_s10010,29,18.0,-0.0023071476414467996,0.0046928523585532,False,0.006323462816354741
v28d_sig02,300,curated,stress_b30_s10010,29,22.0,-0.0026918611754829513,0.004308138824517049,False,0.006079300810590382
v28d_sig02,300,curated,stress_b30_s10010,29,25.0,-0.002877997668571208,0.004122002331428792,False,0.005896244043710386
v28d_sig02,300,random_train,random_train_b10_p7064,5,22.0,-0.0064951736631562226,0.0005048263368437776,False,0.006079300810590382
v28d_sig02,300,random_train,random_train_b10_p7064,5,25.0,-0.006727047403546388,0.0002729525964536121,False,0.005896244043710386
v28d_sig02,300,random_train,random_train_b10_p7064,17,22.0,-0.0062226065944584515,0.0007773934055415486,False,0.006079300810590382
