scenario,path_bootstrap_block_size,path_bootstrap_seed,mean_test_relative,worst_robust_min,mean_turnover,mean_executed_step_rate,worst_daily_relative_return,worst_relative_drawdown,mean_path_bootstrap_robust_min_p05,resolved_path_threshold_before_cap,resolved_path_threshold_after_cap,cap_applied,pass_non_path,activity_slack,path_slack,strict_eligible
baseline_b20_s4242,20,4242,0.0060558043676903145,0.0032793641792554507,0.0006433278668192536,0.022709677419354847,-0.0023542666504782,0.007556063111144,-0.004915393640912361,-0.004915393640912361,-0.004915393640912361,False,True,0.0027096774193548466,0.0,True
altseed_b20_s5252,20,5252,0.0060558043676903145,0.0032793641792554507,0.0006433278668192536,0.022709677419354847,-0.0023542666504782,0.007556063111144,-0.004866094714229251,-0.004866094714229251,-0.004866094714229251,False,True,0.0027096774193548466,0.0,True
altblock_b16_s4242,16,4242,0.0060558043676903145,0.0032793641792554507,0.0006433278668192536,0.022709677419354847,-0.0023542666504782,0.007556063111144,-0.006402015472654425,-0.006402015472654425,-0.006402015472654425,False,True,0.0027096774193548466,0.0,True
altblock_b24_s4242,24,4242,0.0060558043676903145,0.0032793641792554507,0.0006433278668192536,0.022709677419354847,-0.0023542666504782,0.007556063111144,-0.003912322223797437,-0.003912322223797437,-0.003912322223797437,False,True,0.0027096774193548466,0.0,True
altboth_b24_s6060,24,6060,0.0060558043676903145,0.0032793641792554507,0.0006433278668192536,0.022709677419354847,-0.0023542666504782,0.007556063111144,-0.00416760654459186,-0.00416760654459186,-0.00416760654459186,False,True,0.0027096774193548466,0.0,True
