candidate,rows,breach_count,breach_rate,min_case_slack,mean_case_slack,mean_test_relative,mean_validation_relative,mean_turnover,mean_executed_steps,mean_gate_suppression,seed_return_range,activity_violations,cost35_breach_count,cost35_min_slack
sc3e_incumbent_newseed,8,8,1.0,-0.006807633622130649,-0.004828157227442423,-0.0011255061334793648,0.003379780532253407,0.00010374330614657738,0.25,0.998,0.0,8,8,-0.006807633622130649
c_objw075,8,8,1.0,-0.006799817832956683,-0.004886520687527275,-0.0011679694299678751,0.003388231011363138,0.0001036817914004539,0.25,0.998,8.620888157858525e-05,8,8,-0.006799817832956683
c_objw05,8,8,1.0,-0.007117163517700093,-0.005072892421201232,-0.0012110738707571678,0.0033976722219006827,0.00010367929818360065,0.25,0.998,0.0,8,8,-0.007117163517700093
