variant,path_bootstrap_reps,envelope,rows,breach_count,breach_rate,min_case_slack,mean_case_slack,mean_test_relative,mean_runtime_sec
v25v_n8,600,random_holdout,60,0,0.0,0.0003427746995966095,0.0014278134834037782,0.005290088399023696,1.570902752734643
v25v_n8,600,random_train,60,0,0.0,7.836054711083968e-05,0.0013656726378435146,0.005290088399023696,1.600960002122641
v25v_pA,600,random_holdout,60,0,0.0,0.00037018096882334133,0.0014792458914767762,0.005345294671968027,1.651441086132157
v25v_pA,600,random_train,60,0,0.0,0.00010803763647745414,0.0014451603010124318,0.005345294671968027,1.5637544354317165
v25v_n8,900,random_holdout,60,0,0.0,0.00047493984616817,0.0014616858314694086,0.005290088399023696,1.6063203035029194
v25v_n8,900,random_train,60,0,0.0,0.0002235336232503434,0.0013228039397304501,0.005290088399023696,1.6311973866958094
v25v_pA,900,random_holdout,60,0,0.0,0.00048506132408147017,0.0015092505735855735,0.005345294671968027,1.6204929014173104
v25v_pA,900,random_train,60,0,0.0,0.00033048998578534203,0.001397359079347392,0.005345294671968027,1.6324619263827722
