scenario,path_bootstrap_block_size,path_bootstrap_seed,mean_test_relative,worst_robust_min,mean_turnover,mean_executed_step_rate,worst_daily_relative_return,worst_relative_drawdown,mean_path_bootstrap_robust_min_p05,min_case_path_bootstrap_robust_min_p05,pass_non_path,activity_slack,mean_path_slack_vs_floor,mean_path_slack_vs_guardband,min_case_path_slack_vs_floor,min_case_path_slack_vs_guardband,mean_guardband_pass,min_case_floor_pass,strict_guardband_eligible
baseline_b20_s4242,20,4242,0.0060558043676903145,0.0032793641792554507,0.0006433278668192536,0.022709677419354847,-0.0023542666504782,0.007556063111144,-0.004915393640912361,-0.006121767648836246,True,0.0027096774193548466,0.002084606359087639,0.0018846063590876394,0.000878232351163754,0.0006782323511637543,True,True,True
altseed_b20_s5252,20,5252,0.0060558043676903145,0.0032793641792554507,0.0006433278668192536,0.022709677419354847,-0.0023542666504782,0.007556063111144,-0.004866094714229251,-0.006223225016396589,True,0.0027096774193548466,0.0021339052857707493,0.0019339052857707496,0.0007767749836034114,0.0005767749836034118,True,True,True
altblock_b16_s4242,16,4242,0.0060558043676903145,0.0032793641792554507,0.0006433278668192536,0.022709677419354847,-0.0023542666504782,0.007556063111144,-0.006402015472654425,-0.007839169345085772,True,0.0027096774193548466,0.0005979845273455754,0.0003979845273455757,-0.0008391693450857723,-0.001039169345085772,True,False,True
altblock_b24_s4242,24,4242,0.0060558043676903145,0.0032793641792554507,0.0006433278668192536,0.022709677419354847,-0.0023542666504782,0.007556063111144,-0.003912322223797437,-0.005085195601079839,True,0.0027096774193548466,0.0030876777762025628,0.002887677776202563,0.0019148043989201608,0.0017148043989201611,True,True,True
altboth_b24_s6060,24,6060,0.0060558043676903145,0.0032793641792554507,0.0006433278668192536,0.022709677419354847,-0.0023542666504782,0.007556063111144,-0.00416760654459186,-0.005623563713858737,True,0.0027096774193548466,0.00283239345540814,0.0026323934554081403,0.0013764362861412634,0.0011764362861412638,True,True,True
deepcheck_b12_s8080,12,8080,0.0060558043676903145,0.0032793641792554507,0.0006433278668192536,0.022709677419354847,-0.0023542666504782,0.007556063111144,-0.006037889709340158,-0.007972679399081129,True,0.0027096774193548466,0.0009621102906598421,0.0007621102906598424,-0.000972679399081129,-0.0011726793990811286,True,False,True
deepcheck_b28_s9090,28,9090,0.0060558043676903145,0.0032793641792554507,0.0006433278668192536,0.022709677419354847,-0.0023542666504782,0.007556063111144,-0.0038566753276552124,-0.005534648498920741,True,0.0027096774193548466,0.0031433246723447878,0.002943324672344788,0.001465351501079259,0.0012653515010792593,True,True,True
