candidate,scenario,seed,transaction_cost_bps,path_bootstrap_reps,path_bootstrap_robust_min_p05,case_slack,breach,gate_passed,mean_test_relative,mean_validation_relative,mean_turnover,mean_test_executed_step_count,mean_test_gate_suppression_rate,error
sc2b_min19_p20,baseline_b20_s4242,17,22,30,0.0004766833446686493,0.007476683344668649,False,True,0.011098140908792908,0.011422150935307629,0.00015016054936790245,1.5,0.9967672413793103,
sc2b_min19_p20,baseline_b20_s4242,5,30,30,-0.00014681860071028002,0.00685318139928972,False,True,0.01099012063133753,0.011343182282232855,0.00015016054936790245,1.5,0.9967672413793103,
sc2b_min19_p20,baseline_b20_s4242,5,22,30,-0.0001060765811589592,0.0068939234188410406,False,True,0.011098140908792908,0.011422150935307629,0.00015016054936790245,1.5,0.9967672413793103,
sc2b_min19_p20,baseline_b20_s4242,5,35,30,-0.0001722823629298708,0.006827717637070129,False,True,0.010922610694850232,0.011293826874060886,0.00015016054936790245,1.5,0.9967672413793103,
sc2b_min19_p20,altblock_b16_s4242,5,30,30,6.547573051586264e-05,0.007065475730515863,False,True,0.01099012063133753,0.011343182282232855,0.00015016054936790245,1.5,0.9967672413793103,
sc2b_min19_p20,baseline_b20_s4242,17,35,30,0.00042374067667324557,0.007423740676673246,False,True,0.010922610694850232,0.011293826874060886,0.00015016054936790245,1.5,0.9967672413793103,
sc2b_min19_p20,altblock_b16_s4242,5,22,30,6.547573051586264e-05,0.007065475730515863,False,True,0.011098140908792908,0.011422150935307629,0.00015016054936790245,1.5,0.9967672413793103,
sc2b_min19_p20,baseline_b20_s4242,17,30,30,0.00044410324128710835,0.007444103241287109,False,True,0.01099012063133753,0.011343182282232855,0.00015016054936790245,1.5,0.9967672413793103,
sc2b_min19_p20,altblock_b16_s4242,5,35,30,6.547573051586264e-05,0.007065475730515863,False,True,0.010922610694850232,0.011293826874060886,0.00015016054936790245,1.5,0.9967672413793103,
sc2b_min19_p20,altblock_b16_s4242,17,22,30,0.0010662094612898132,0.008066209461289813,False,True,0.011098140908792908,0.011422150935307629,0.00015016054936790245,1.5,0.9967672413793103,
sc2b_min19_p20,altblock_b16_s4242,17,30,30,0.000952220959050143,0.007952220959050143,False,True,0.01099012063133753,0.011343182282232855,0.00015016054936790245,1.5,0.9967672413793103,
sc2b_min19_p20,altblock_b16_s4242,17,35,30,0.000880981141642101,0.007880981141642101,False,True,0.010922610694850232,0.011293826874060886,0.00015016054936790245,1.5,0.9967672413793103,
sc2b_min19_p20,altseed_b20_s5252,5,30,30,0.00042075421350508136,0.0074207542135050816,False,True,0.01099012063133753,0.011343182282232855,0.00015016054936790245,1.5,0.9967672413793103,
sc2b_min19_p20,altseed_b20_s5252,17,22,30,0.000655385795616903,0.007655385795616903,False,True,0.011098140908792908,0.011422150935307629,0.00015016054936790245,1.5,0.9967672413793103,
sc2b_min19_p20,altseed_b20_s5252,5,22,30,0.00045412588857871597,0.0074541258885787165,False,True,0.011098140908792908,0.011422150935307629,0.00015016054936790245,1.5,0.9967672413793103,
sc2b_min19_p20,altseed_b20_s5252,5,35,30,0.0003998969165844969,0.007399896916584497,False,True,0.010922610694850232,0.011293826874060886,0.00015016054936790245,1.5,0.9967672413793103,
sc2b_min19_p20,altseed_b20_s5252,17,30,30,0.0005812456436818492,0.0075812456436818495,False,True,0.01099012063133753,0.011343182282232855,0.00015016054936790245,1.5,0.9967672413793103,
sc2b_min19_p20,altseed_b20_s5252,17,35,30,0.0005349080487224157,0.007534908048722416,False,True,0.010922610694850232,0.011293826874060886,0.00015016054936790245,1.5,0.9967672413793103,
sc2b_min19_p20,deepcheck_b12_s8080,5,30,30,0.0019467829520413483,0.008946782952041349,False,True,0.01099012063133753,0.011343182282232855,0.00015016054936790245,1.5,0.9967672413793103,
sc2b_min19_p20,deepcheck_b12_s8080,5,22,30,0.0019467829520413483,0.008946782952041349,False,True,0.011098140908792908,0.011422150935307629,0.00015016054936790245,1.5,0.9967672413793103,
sc2b_min19_p20,deepcheck_b12_s8080,5,35,30,0.0019467829520413483,0.008946782952041349,False,True,0.010922610694850232,0.011293826874060886,0.00015016054936790245,1.5,0.9967672413793103,
