variant,scenarios,all_non_path,all_case_floor,min_case_slack,min_mean_path_slack,mean_mean_path,mean_test_relative,mean_turnover,mean_executed_step_rate,breach_count
v25k_n8,5,True,True,0.00015612574127753503,0.0013080197964370176,-0.004891946403007783,0.005359136097961709,0.0006714764520370679,0.024086021505376344,0
v25k_ref,5,True,False,-0.0011655213337331714,-0.00016478289261110703,-0.0062779561068304485,0.004691064697748768,0.0006214607614865513,0.022365591397849455,36
