candidate,rows,breach_count,breach_rate,min_case_slack,mean_case_slack,mean_test_relative,mean_validation_relative,mean_turnover,mean_executed_steps,mean_gate_suppression,seed_return_range,activity_violations,cost35_breach_count,cost35_min_slack
sc3e_incumbent_newseed,72,0,0.0,0.008111568128768388,0.011317194604087743,0.01761179712484351,0.011289552544592185,0.00010032556507044448,1.0,0.9978448275862066,0.0,72,0,0.008111568128768388
