split,seed,fold,phase,train_end_idx,val_start_idx,val_end_idx,test_start_idx,test_end_idx,n_test_samples,validation_relative_total_return,policy_total_return,policy_relative_total_return,static_hold_total_return,delta_total_return_vs_static_hold,mean_spy_weight,mean_turnover,active,signal_scale,signal_bias
chrono,7,fold_01,test,2558,2559,3256,3257,3721,465,0.0,0.2726291283962341,0.0,0.2726291283962341,0.0,1.0,0.0,0,-0.4,0.1
chrono,7,fold_02,test,3023,3024,3721,3722,4186,465,0.004951273701384151,0.3263906508144456,-0.013316981454112309,0.34429257003854996,-0.017901919224104335,0.9622086684719381,8.727790191238283e-05,1,-0.5,0.09950413223140496
chrono,7,fold_03,test,3488,3489,4186,4187,4651,465,0.0,0.36218911530380193,0.0,0.36218911530380193,0.0,1.0,0.0,0,-0.3,0.11117478510028653
