variant,group,scenario,seed,transaction_cost_bps,path_bootstrap_reps,path_bootstrap_robust_min_p05,case_slack,breach,mean_test_relative,robust_min_test_relative,mean_turnover,mean_executed_step_rate,worst_daily_relative_return,worst_relative_drawdown
v25z_ref,screen_curated,stress_b14_s7070,17,22,600,-0.004424413944056782,0.0025755860559432183,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25z_ref,screen_curated,stress_b14_s7070,17,25,600,-0.0046065769153085185,0.0023934230846914817,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25z_ref,screen_curated,stress_b30_s10010,5,22,600,-0.0032581115742842943,0.003741888425715706,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25z_ref,screen_curated,stress_b30_s10010,5,25,600,-0.003457161684689891,0.003542838315310109,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25z_ref,screen_curated,stress_b30_s10010,17,22,600,-0.003505168801534336,0.003494831198465664,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25z_ref,screen_curated,stress_b30_s10010,17,25,600,-0.003705687523578927,0.0032943124764210734,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25z_ref,screen_random,worst_rh_b10_p13419,5,22,600,-0.00582997710042375,0.00117002289957625,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25z_ref,screen_random,worst_rh_b10_p13419,5,25,600,-0.006019427550495437,0.0009805724495045628,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25z_ref,screen_random,worst_rh_b10_p13419,17,22,600,-0.006455775890383997,0.0005442241096160032,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
v25z_ref,screen_random,worst_rh_b10_p13419,17,25,600,-0.006686465605875186,0.00031353439412481424,False,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234
v25z_ref,screen_random,worst_rt_b10_p7064,5,22,600,-0.0063484370344069835,0.0006515629655930166,False,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638
