split,seed,fold,phase,phase_start,phase_end,policy_total_return,static_hold_total_return,policy_relative_total_return,policy_cash_weight,policy_borrow_weight,policy_turnover,policy_rebalance_count,delta_total_return_vs_static_hold,train_best_validation_objective,train_diag_passed_candidates,train_diag_coarse_candidates,train_diag_refine_candidates,train_diag_gate_fail_tail_cash,train_diag_gate_fail_tail_relative,train_diag_gate_fail_stress_relative,train_diag_gate_fail_full_relative,train_diag_gate_fail_turnover,train_diag_gate_fail_inactive,train_diag_gate_fail_robust_window,train_diag_gate_fail_overfit_gap,train_diag_rescue_gate_used,train_diag_fallback_used,train_diag_near_lower_bound_count,train_diag_near_upper_bound_count,train_diag_tail_calm_share,train_diag_tail_drawdown_share,train_diag_tail_high_vol_share,train_diag_objective_weight_full,train_diag_objective_weight_tail,train_diag_objective_weight_stress,train_diag_robust_window_mean_relative,train_diag_robust_window_min_relative,train_diag_robust_window_std_relative,train_diag_validation_relative_total_return,train_diag_active_selected,train_diag_selected_via_pareto,train_diag_tail_rows,train_diag_stress_rows,param_bias,param_w_ret_1,param_w_ret_5,param_w_ret_21,param_w_ret_63,param_w_ma_gap_63,param_w_dd_63,param_w_vol_5,param_w_vol_21,param_w_vol_ratio_5_21,param_w_ret_accel,param_tactical_scale,param_action_smoothing,param_no_trade_band
chrono,7,fold_01,test,2020-09-28 00:00:00,2022-08-02 00:00:00,0.269205,0.272629,-0.002691,0.009957,0.011808,0.009949,200,-0.003424,-0.183584,437,260,220,0,9,5,0,37,0,0,1,False,False,0,0,0.245,0.31,0.39,0.6,0.25,0.15,0.003505,-0.000635,0.005188,0.010716,True,True,200,57,0.105062,-0.688016,-0.751281,0.09228,0.059783,-0.408686,0.133832,-0.164178,-0.090782,-0.699063,-0.380972,0.075107,0.498201,0.01209
chrono,7,fold_01,validation,2017-12-18 00:00:00,2020-09-25 00:00:00,0.312992,0.299071,0.010716,0.009649,0.011198,0.008968,280,0.013921,-0.183584,437,260,220,0,9,5,0,37,0,0,1,False,False,0,0,0.245,0.31,0.39,0.6,0.25,0.15,0.003505,-0.000635,0.005188,0.010716,True,True,200,57,0.105062,-0.688016,-0.751281,0.09228,0.059783,-0.408686,0.133832,-0.164178,-0.090782,-0.699063,-0.380972,0.075107,0.498201,0.01209
chrono,7,fold_02,test,2022-08-03 00:00:00,2024-06-07 00:00:00,0.345572,0.344293,0.000952,0.014841,0.02701,0.005409,84,0.00128,-0.10508,405,260,220,7,0,0,0,71,0,0,0,False,False,0,0,0.3,0.395,0.0,0.35,0.4,0.25,0.00636,0.003735,0.001952,0.019668,True,True,200,61,0.157409,0.233295,-0.907189,-0.32669,1.174488,-0.553559,0.799836,-1.119923,0.114884,-0.525498,-0.179956,0.136695,0.595258,0.018749
chrono,7,fold_02,validation,2019-10-24 00:00:00,2022-08-02 00:00:00,0.45001,0.42204,0.019668,0.026916,0.027151,0.004113,101,0.027969,-0.10508,405,260,220,7,0,0,0,71,0,0,0,False,False,0,0,0.3,0.395,0.0,0.35,0.4,0.25,0.00636,0.003735,0.001952,0.019668,True,True,200,61,0.157409,0.233295,-0.907189,-0.32669,1.174488,-0.553559,0.799836,-1.119923,0.114884,-0.525498,-0.179956,0.136695,0.595258,0.018749
chrono,7,fold_03,test,2024-06-10 00:00:00,2026-04-17 00:00:00,0.372478,0.362189,0.007553,0.010832,0.03562,0.009802,199,0.010289,-0.106679,448,260,220,0,0,11,0,22,0,0,0,False,False,0,1,0.89,0.0,0.0,0.3,0.5,0.2,0.00412,0.002036,0.001503,0.012674,True,True,200,196,0.172451,0.034598,-0.324312,-0.146321,-0.457971,0.183071,0.553076,-0.525574,-0.007665,0.290419,0.360497,0.246012,0.319804,0.010158
chrono,7,fold_03,validation,2021-08-30 00:00:00,2024-06-07 00:00:00,0.251311,0.23565,0.012674,0.015108,0.029225,0.010384,340,0.015661,-0.106679,448,260,220,0,0,11,0,22,0,0,0,False,False,0,1,0.89,0.0,0.0,0.3,0.5,0.2,0.00412,0.002036,0.001503,0.012674,True,True,200,196,0.172451,0.034598,-0.324312,-0.146321,-0.457971,0.183071,0.553076,-0.525574,-0.007665,0.290419,0.360497,0.246012,0.319804,0.010158
chrono,17,fold_01,test,2020-09-28 00:00:00,2022-08-02 00:00:00,0.272961,0.272629,0.00026,0.003199,0.006805,0.001441,104,0.000331,-0.039564,425,260,220,0,9,7,0,49,0,0,3,False,False,0,1,0.245,0.31,0.39,0.6,0.25,0.15,0.000278,-0.000304,0.000489,0.001025,True,True,200,57,0.457086,-0.737958,0.55312,-0.583956,0.064195,-0.145062,0.08081,0.272973,-0.559317,0.727434,1.0,0.032199,0.625864,0.004805
chrono,17,fold_01,validation,2017-12-18 00:00:00,2020-09-25 00:00:00,0.300402,0.299071,0.001025,0.003084,0.006639,0.00179,177,0.001332,-0.039564,425,260,220,0,9,7,0,49,0,0,3,False,False,0,1,0.245,0.31,0.39,0.6,0.25,0.15,0.000278,-0.000304,0.000489,0.001025,True,True,200,57,0.457086,-0.737958,0.55312,-0.583956,0.064195,-0.145062,0.08081,0.272973,-0.559317,0.727434,1.0,0.032199,0.625864,0.004805
chrono,17,fold_02,test,2022-08-03 00:00:00,2024-06-07 00:00:00,0.341751,0.344293,-0.00189,0.023215,0.026103,0.006446,141,-0.002541,-0.122793,400,260,220,8,0,0,0,76,0,0,2,False,False,0,0,0.3,0.395,0.0,0.35,0.4,0.25,0.00327,0.001508,0.001519,0.010115,True,True,200,61,-0.325999,0.26395,-0.720391,-0.486599,1.22176,-0.676704,0.835868,-0.519915,-0.599049,-0.266924,-0.418281,0.12636,0.539929,0.011185
chrono,17,fold_02,validation,2019-10-24 00:00:00,2022-08-02 00:00:00,0.436424,0.42204,0.010115,0.030762,0.029324,0.005007,178,0.014383,-0.122793,400,260,220,8,0,0,0,76,0,0,2,False,False,0,0,0.3,0.395,0.0,0.35,0.4,0.25,0.00327,0.001508,0.001519,0.010115,True,True,200,61,-0.325999,0.26395,-0.720391,-0.486599,1.22176,-0.676704,0.835868,-0.519915,-0.599049,-0.266924,-0.418281,0.12636,0.539929,0.011185
chrono,17,fold_03,test,2024-06-10 00:00:00,2026-04-17 00:00:00,0.359619,0.362189,-0.001887,0.006545,0.021935,0.00871,239,-0.00257,-0.101843,448,260,220,0,0,7,0,26,0,0,1,False,False,0,0,0.89,0.0,0.0,0.3,0.5,0.2,0.005103,0.001395,0.002623,0.014895,True,True,200,196,0.227135,0.478949,-0.856522,-0.557375,-0.524625,-0.081835,0.432883,-0.703292,-0.814417,-0.425878,0.170143,0.085574,0.415743,0.007545
chrono,17,fold_03,validation,2021-08-30 00:00:00,2024-06-07 00:00:00,0.254055,0.23565,0.014895,0.010224,0.018584,0.010272,394,0.018405,-0.101843,448,260,220,0,0,7,0,26,0,0,1,False,False,0,0,0.89,0.0,0.0,0.3,0.5,0.2,0.005103,0.001395,0.002623,0.014895,True,True,200,196,0.227135,0.478949,-0.856522,-0.557375,-0.524625,-0.081835,0.432883,-0.703292,-0.814417,-0.425878,0.170143,0.085574,0.415743,0.007545
