variant,path_bootstrap_reps,group,scenario,seed,transaction_cost_bps,path_bootstrap_robust_min_p05,case_slack,breach,mean_test_relative,robust_min_test_relative,mean_turnover,mean_executed_step_rate,worst_daily_relative_return,worst_relative_drawdown
v25x_n8,600,curated,altblock_b16_s4242,5,18,-0.005216161843087324,0.0017838381569126758,False,0.0056353268937137544,0.00340943238544944,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0060822590844253
v25x_n8,600,curated,altblock_b16_s4242,5,22,-0.005697518271370932,0.001302481728629068,False,0.005384220548819973,0.003339607721937199,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0061258173939277
v25x_n8,600,curated,altblock_b16_s4242,5,25,-0.005904632200125548,0.0010953677998744521,False,0.005195956249227418,0.003287241307322386,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.00615848550879
v25x_n8,600,curated,altblock_b16_s4242,17,18,-0.004718981252264048,0.0022810187477359523,False,0.0056353268937137544,0.00340943238544944,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0060822590844253
v25x_n8,600,curated,altblock_b16_s4242,17,22,-0.005258239864231784,0.0017417601357682163,False,0.005384220548819973,0.003339607721937199,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0061258173939277
v25x_n8,600,curated,altblock_b16_s4242,17,25,-0.0054602092661014835,0.0015397907338985167,False,0.005195956249227418,0.003287241307322386,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.00615848550879
v25x_n8,600,curated,altblock_b16_s4242,29,18,-0.005471507826966942,0.0015284921730330577,False,0.0056353268937137544,0.00340943238544944,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0060822590844253
v25x_n8,600,curated,altblock_b16_s4242,29,22,-0.0061492884174913056,0.0008507115825086946,False,0.005384220548819973,0.003339607721937199,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0061258173939277
v25x_n8,600,curated,altblock_b16_s4242,29,25,-0.006374161970052783,0.0006258380299472175,False,0.005195956249227418,0.003287241307322386,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.00615848550879
v25x_n8,600,curated,altblock_b24_s4242,5,18,-0.003629628747541652,0.003370371252458348,False,0.0056353268937137544,0.00340943238544944,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0060822590844253
v25x_n8,600,curated,altblock_b24_s4242,5,22,-0.0037752902727693767,0.0032247097272306235,False,0.005384220548819973,0.003339607721937199,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0061258173939277
v25x_n8,600,curated,altblock_b24_s4242,5,25,-0.003868262058555721,0.003131737941444279,False,0.005195956249227418,0.003287241307322386,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.00615848550879
v25x_n8,600,curated,altblock_b24_s4242,17,18,-0.003397532566603162,0.003602467433396838,False,0.0056353268937137544,0.00340943238544944,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0060822590844253
v25x_n8,600,curated,altblock_b24_s4242,17,22,-0.003615525215460263,0.003384474784539737,False,0.005384220548819973,0.003339607721937199,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0061258173939277
v25x_n8,600,curated,altblock_b24_s4242,17,25,-0.0038771822756887395,0.0031228177243112607,False,0.005195956249227418,0.003287241307322386,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.00615848550879
v25x_n8,600,curated,altblock_b24_s4242,29,18,-0.003251045010317277,0.003748954989682723,False,0.0056353268937137544,0.00340943238544944,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0060822590844253
v25x_n8,600,curated,altblock_b24_s4242,29,22,-0.0035699906083235034,0.0034300093916764967,False,0.005384220548819973,0.003339607721937199,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0061258173939277
v25x_n8,600,curated,altblock_b24_s4242,29,25,-0.003840370360946832,0.003159629639053168,False,0.005195956249227418,0.003287241307322386,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.00615848550879
v25x_n8,600,curated,altboth_b24_s6060,5,18,-0.0035865876774108184,0.0034134123225891817,False,0.0056353268937137544,0.00340943238544944,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0060822590844253
v25x_n8,600,curated,altboth_b24_s6060,5,22,-0.004037315053057294,0.002962684946942706,False,0.005384220548819973,0.003339607721937199,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0061258173939277
v25x_n8,600,curated,altboth_b24_s6060,5,25,-0.004369376661437452,0.002630623338562548,False,0.005195956249227418,0.003287241307322386,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.00615848550879
v25x_n8,600,curated,altboth_b24_s6060,17,18,-0.0033770062415576173,0.003622993758442383,False,0.0056353268937137544,0.00340943238544944,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0060822590844253
v25x_n8,600,curated,altboth_b24_s6060,17,22,-0.0036792460551554494,0.0033207539448445508,False,0.005384220548819973,0.003339607721937199,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0061258173939277
v25x_n8,600,curated,altboth_b24_s6060,17,25,-0.003863845506890473,0.003136154493109527,False,0.005195956249227418,0.003287241307322386,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.00615848550879
v25x_n8,600,curated,altboth_b24_s6060,29,18,-0.004621913519419446,0.0023780864805805543,False,0.0056353268937137544,0.00340943238544944,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0060822590844253
v25x_n8,600,curated,altboth_b24_s6060,29,22,-0.0052128034286628155,0.0017871965713371846,False,0.005384220548819973,0.003339607721937199,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0061258173939277
v25x_n8,600,curated,altboth_b24_s6060,29,25,-0.005472655002493498,0.0015273449975065018,False,0.005195956249227418,0.003287241307322386,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.00615848550879
v25x_n8,600,curated,altseed_b20_s5252,5,18,-0.004319656825194407,0.0026803431748055936,False,0.0056353268937137544,0.00340943238544944,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0060822590844253
v25x_n8,600,curated,altseed_b20_s5252,5,22,-0.004616933014953362,0.0023830669850466385,False,0.005384220548819973,0.003339607721937199,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0061258173939277
v25x_n8,600,curated,altseed_b20_s5252,5,25,-0.0047744311330550895,0.0022255688669449106,False,0.005195956249227418,0.003287241307322386,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.00615848550879
v25x_n8,600,curated,altseed_b20_s5252,17,18,-0.003925366466431568,0.003074633533568432,False,0.0056353268937137544,0.00340943238544944,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0060822590844253
v25x_n8,600,curated,altseed_b20_s5252,17,22,-0.004244969990907649,0.0027550300090923513,False,0.005384220548819973,0.003339607721937199,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0061258173939277
v25x_n8,600,curated,altseed_b20_s5252,17,25,-0.004507083213130969,0.0024929167868690313,False,0.005195956249227418,0.003287241307322386,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.00615848550879
