policy_id,variant,mean_score,mean_test_relative,worst_robust_min,mean_turnover,mean_executed_step_rate,mean_path_bootstrap_robust_min_p05,activity_slack,path_slack,pass_non_path,pass_path,strict_eligible
cap001_step002,v25e_looser_01,0.007270271898212129,0.0060558043676903145,0.0032793641792554507,0.0006433278668192534,0.022709677419354837,-0.00491539364091236,0.002709677419354836,0.00208460635908764,True,True,True
cap001_step002,v25e_asym_01,0.004892609932812407,0.004681341900344229,0.0009475593709786789,0.0005564235575751223,0.0189247311827957,-0.007132091922473343,-0.0010752688172043015,-0.00013209192247334248,False,False,False
cap001_step002,v25e_asym_02,0.003976309836200207,0.003931983511445179,0.0010029374969597882,0.0006569907536994568,0.02150537634408602,-0.008249635293647483,0.0015053763440860193,-0.0012496352936474829,True,False,False
cap001_step002,v25e_ridge_lo,0.0030907124913000772,0.003434236657009553,0.0,0.0006456796206600092,0.022709677419354837,-0.007633328321962744,0.002709677419354836,-0.0006333283219627436,True,False,False
cap001_step002,v25e_ref_tune_a,0.003090710069997003,0.003434232448559387,0.0,0.000645677680076115,0.022709677419354837,-0.007633288127075564,0.002709677419354836,-0.0006332881270755637,True,False,False
cap001_step002,v25e_ridge_hi,0.0030907052274487365,0.0034342240317685228,0.0,0.0006456737989670422,0.022709677419354837,-0.00763320773864097,0.002709677419354836,-0.0006332077386409698,True,False,False
cap001_step002,v25e_looser_02,0.0029581747703558616,0.0034257752478417513,-0.0002252501746912161,0.0005934339466890239,0.02090322580645161,-0.00930550038345475,0.0009032258064516109,-0.00230550038345475,False,False,False
cap001_step002,v25e_tighter_01,0.0008381383054919626,0.003280452178754087,-0.0043084667396739995,0.0005909704041963924,0.019440860215053764,-0.010952277561374846,-0.0005591397849462366,-0.003952277561374846,False,False,False
cap001_step002,v25e_tighter_02,0.0007357284679257905,0.002643492026289174,-0.00513200111367329,0.0006328209678103492,0.019096774193548386,-0.012372519426819243,-0.0009032258064516144,-0.005372519426819243,False,False,False
cap001_step0019,v25e_looser_01,0.007270271898212129,0.0060558043676903145,0.0032793641792554507,0.0006433278668192534,0.022709677419354837,-0.00491539364091236,0.003709677419354837,0.00208460635908764,True,True,True
cap001_step0019,v25e_asym_01,0.004892609932812407,0.004681341900344229,0.0009475593709786789,0.0005564235575751223,0.0189247311827957,-0.007132091922473343,-7.526881720430062e-05,-0.00013209192247334248,False,False,False
cap001_step0019,v25e_asym_02,0.003976309836200207,0.003931983511445179,0.0010029374969597882,0.0006569907536994568,0.02150537634408602,-0.008249635293647483,0.0025053763440860202,-0.0012496352936474829,True,False,False
cap001_step0019,v25e_ridge_lo,0.0030907124913000772,0.003434236657009553,0.0,0.0006456796206600092,0.022709677419354837,-0.007633328321962744,0.003709677419354837,-0.0006333283219627436,True,False,False
cap001_step0019,v25e_ref_tune_a,0.003090710069997003,0.003434232448559387,0.0,0.000645677680076115,0.022709677419354837,-0.007633288127075564,0.003709677419354837,-0.0006332881270755637,True,False,False
cap001_step0019,v25e_ridge_hi,0.0030907052274487365,0.0034342240317685228,0.0,0.0006456737989670422,0.022709677419354837,-0.00763320773864097,0.003709677419354837,-0.0006332077386409698,True,False,False
cap001_step0019,v25e_looser_02,0.0029581747703558616,0.0034257752478417513,-0.0002252501746912161,0.0005934339466890239,0.02090322580645161,-0.00930550038345475,0.0019032258064516118,-0.00230550038345475,False,False,False
cap001_step0019,v25e_tighter_01,0.0008381383054919626,0.003280452178754087,-0.0043084667396739995,0.0005909704041963924,0.019440860215053764,-0.010952277561374846,0.00044086021505376424,-0.003952277561374846,False,False,False
cap001_step0019,v25e_tighter_02,0.0007357284679257905,0.002643492026289174,-0.00513200111367329,0.0006328209678103492,0.019096774193548386,-0.012372519426819243,9.677419354838651e-05,-0.005372519426819243,False,False,False
cap002_step002,v25e_looser_01,0.007270271898212129,0.0060558043676903145,0.0032793641792554507,0.0006433278668192534,0.022709677419354837,-0.00491539364091236,0.002709677419354836,0.0027178944861632037,True,True,True
cap002_step002,v25e_asym_01,0.004892609932812407,0.004681341900344229,0.0009475593709786789,0.0005564235575751223,0.0189247311827957,-0.007132091922473343,-0.0010752688172043015,0.0005011962046022212,False,True,False
cap002_step002,v25e_asym_02,0.003976309836200207,0.003931983511445179,0.0010029374969597882,0.0006569907536994568,0.02150537634408602,-0.008249635293647483,0.0015053763440860193,-0.0006163471665719192,True,False,False
cap002_step002,v25e_ridge_lo,0.0030907124913000772,0.003434236657009553,0.0,0.0006456796206600092,0.022709677419354837,-0.007633328321962744,0.002709677419354836,-4.0194887179940963e-08,True,False,False
cap002_step002,v25e_ref_tune_a,0.003090710069997003,0.003434232448559387,0.0,0.000645677680076115,0.022709677419354837,-0.007633288127075564,0.002709677419354836,0.0,True,True,True
cap002_step002,v25e_ridge_hi,0.0030907052274487365,0.0034342240317685228,0.0,0.0006456737989670422,0.022709677419354837,-0.00763320773864097,0.002709677419354836,8.038843459391015e-08,True,True,True
cap002_step002,v25e_looser_02,0.0029581747703558616,0.0034257752478417513,-0.0002252501746912161,0.0005934339466890239,0.02090322580645161,-0.00930550038345475,0.0009032258064516109,-0.0016722122563791863,False,False,False
cap002_step002,v25e_tighter_01,0.0008381383054919626,0.003280452178754087,-0.0043084667396739995,0.0005909704041963924,0.019440860215053764,-0.010952277561374846,-0.0005591397849462366,-0.003318989434299282,False,False,False
cap002_step002,v25e_tighter_02,0.0007357284679257905,0.002643492026289174,-0.00513200111367329,0.0006328209678103492,0.019096774193548386,-0.012372519426819243,-0.0009032258064516144,-0.0047392312997436795,False,False,False
