variant,scenario,mean_test_relative,worst_robust_min,mean_turnover,mean_executed_step_rate,mean_path,min_case_path,mean_path_slack,min_case_slack,pass_non_path,pass_case_floor
v25j_n11,altblock_b16_s4242,0.004920501881629525,0.002242781718502007,0.0008454440846688658,0.027440860215053767,-0.008139933287404155,-0.009277390522729323,-0.0011399332874041544,-0.002277390522729323,True,False
v25j_n11,altblock_b24_s4242,0.004920501881629525,0.002242781718502007,0.0008454440846688658,0.027440860215053767,-0.005011260358851161,-0.006706715555565523,0.0019887396411488395,0.0002932844444344775,True,True
v25j_n11,altboth_b24_s6060,0.004920501881629525,0.002242781718502007,0.0008454440846688658,0.027440860215053767,-0.006151126768507856,-0.008186870732222833,0.000848873231492144,-0.0011868707322228332,True,False
v25j_n11,altseed_b20_s5252,0.004920501881629525,0.002242781718502007,0.0008454440846688658,0.027440860215053767,-0.0069445859201400775,-0.008551074656060908,5.541407985992265e-05,-0.0015510746560609074,True,False
v25j_n11,baseline_b20_s4242,0.004920501881629525,0.002242781718502007,0.0008454440846688658,0.027440860215053767,-0.006560176612437056,-0.008303921203322772,0.0004398233875629442,-0.0013039212033227722,True,False
v25j_n11,deepcheck_b12_s8080,0.004920501881629525,0.002242781718502007,0.0008454440846688658,0.027440860215053767,-0.00788559934223477,-0.009527186696461626,-0.00088559934223477,-0.002527186696461626,True,False
v25j_n11,deepcheck_b28_s9090,0.004920501881629525,0.002242781718502007,0.0008454440846688658,0.027440860215053767,-0.005493353642963108,-0.0067973575245866774,0.0015066463570368917,0.0002026424754133227,True,True
v25j_n12,altblock_b16_s4242,0.004923742722899806,0.0010583237744554719,0.0006214607614865514,0.022365591397849455,-0.006402048420209133,-0.007443567285361785,0.0005979515797908674,-0.00044356728536178516,True,False
v25j_n12,altblock_b24_s4242,0.004923742722899806,0.0010583237744554719,0.0006214607614865514,0.022365591397849455,-0.004838486473557237,-0.005484443247701231,0.002161513526442763,0.0015155567522987688,True,True
v25j_n12,altboth_b24_s6060,0.004923742722899806,0.0010583237744554719,0.0006214607614865514,0.022365591397849455,-0.00505754100781266,-0.00593009542640433,0.0019424589921873403,0.00106990457359567,True,True
v25j_n12,altseed_b20_s5252,0.004923742722899806,0.0010583237744554719,0.0006214607614865514,0.022365591397849455,-0.005734800313994546,-0.006520644545049486,0.0012651996860054545,0.0004793554549505138,True,True
v25j_n12,baseline_b20_s4242,0.004923742722899806,0.0010583237744554719,0.0006214607614865514,0.022365591397849455,-0.005344100536374182,-0.006008372778173676,0.001655899463625818,0.000991627221826324,True,True
v25j_n12,deepcheck_b12_s8080,0.004923742722899806,0.0010583237744554719,0.0006214607614865514,0.022365591397849455,-0.0065980343342892924,-0.007564866650291302,0.0004019656657107077,-0.0005648666502913015,True,False
v25j_n12,deepcheck_b28_s9090,0.004923742722899806,0.0010583237744554719,0.0006214607614865514,0.022365591397849455,-0.005255127667749025,-0.005914568956015148,0.0017448723322509747,0.0010854310439848518,True,True
v25j_ref,altblock_b16_s4242,0.0060558043676903145,0.0032793641792554507,0.0006433278668192536,0.022709677419354847,-0.006402015472654425,-0.007839169345085772,0.0005979845273455754,-0.0008391693450857723,True,False
v25j_ref,altblock_b24_s4242,0.0060558043676903145,0.0032793641792554507,0.0006433278668192536,0.022709677419354847,-0.003912322223797437,-0.005085195601079839,0.0030876777762025628,0.0019148043989201608,True,True
v25j_ref,altboth_b24_s6060,0.0060558043676903145,0.0032793641792554507,0.0006433278668192536,0.022709677419354847,-0.00416760654459186,-0.005623563713858737,0.00283239345540814,0.0013764362861412634,True,True
v25j_ref,altseed_b20_s5252,0.0060558043676903145,0.0032793641792554507,0.0006433278668192536,0.022709677419354847,-0.004866094714229251,-0.006223225016396589,0.0021339052857707493,0.0007767749836034114,True,True
v25j_ref,baseline_b20_s4242,0.0060558043676903145,0.0032793641792554507,0.0006433278668192536,0.022709677419354847,-0.004915393640912361,-0.006121767648836246,0.002084606359087639,0.000878232351163754,True,True
v25j_ref,deepcheck_b12_s8080,0.0060558043676903145,0.0032793641792554507,0.0006433278668192536,0.022709677419354847,-0.006037889709340158,-0.007972679399081129,0.0009621102906598421,-0.000972679399081129,True,False
v25j_ref,deepcheck_b28_s9090,0.0060558043676903145,0.0032793641792554507,0.0006433278668192536,0.022709677419354847,-0.0038566753276552124,-0.005534648498920741,0.0031433246723447878,0.001465351501079259,True,True
