variant,scenario,scenario_group,pack_seed,path_bootstrap_block_size,path_bootstrap_seed,seed,transaction_cost_bps,mean_test_relative,robust_min_test_relative,mean_turnover,mean_executed_step_rate,worst_daily_relative_return,worst_relative_drawdown,path_bootstrap_robust_min_p05
v25r_nA,pack2603_b10_p8441,random_shortblock,2603,10,8441,17,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.007605306039781029
v25r_nA,pack2603_b13_p10039,random_shortblock,2603,13,10039,5,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.006662748619380049
v25r_nA,pack2603_b13_p10039,random_shortblock,2603,13,10039,17,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.005749375822493385
v25r_nA,pack2603_b13_p5521,random_shortblock,2603,13,5521,5,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.005613902519416935
v25r_nA,pack2603_b13_p5521,random_shortblock,2603,13,5521,17,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.006533827982414103
v25r_nA,pack2603_b14_p11396,random_shortblock,2603,14,11396,5,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.005344971768826418
v25r_nA,pack2603_b14_p11396,random_shortblock,2603,14,11396,17,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.005422544208743645
v25r_nA,pack2603_b14_p9927,random_shortblock,2603,14,9927,5,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.004338172963577169
v25r_nA,pack2603_b14_p9927,random_shortblock,2603,14,9927,17,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.00566222099155787
v25r_nA,pack2603_b15_p10607,random_shortblock,2603,15,10607,5,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.005882484937533361
v25r_nA,pack2603_b15_p10607,random_shortblock,2603,15,10607,17,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.005340210405903156
v25r_nA,pack2603_b16_p11082,random_shortblock,2603,16,11082,5,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.005562048448550244
v25r_nA,pack2603_b16_p11082,random_shortblock,2603,16,11082,17,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.006015318524804991
v25r_nA,pack2603_b16_p12164,random_shortblock,2603,16,12164,5,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.006080673592327035
v25r_nA,pack2603_b16_p12164,random_shortblock,2603,16,12164,17,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.0048126096329813624
v25r_nA,pack2603_b17_p12199,random_shortblock,2603,17,12199,5,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.006061142977486456
v25r_nA,pack2603_b17_p12199,random_shortblock,2603,17,12199,17,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.0063108462256040825
v25r_nA,pack2603_b17_p9754,random_shortblock,2603,17,9754,5,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.005593863457203768
v25r_nA,pack2603_b17_p9754,random_shortblock,2603,17,9754,17,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.0046694906649088425
v25r_nA,pack2603_b18_p11365,random_shortblock,2603,18,11365,5,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.005072384453699147
v25r_nA,pack2603_b18_p11365,random_shortblock,2603,18,11365,17,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.004339422951310745
v25r_nA,altblock_b24_s4242,sentinel,-1,24,4242,17,22,0.005384219664138312,0.003339607239954745,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.0061258142679584,-0.0033038779849160925
v25r_nA,altblock_b24_s4242,sentinel,-1,24,4242,29,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.004331704036036132
v25r_nA,baseline_b20_s4242,sentinel,-1,20,4242,17,22,0.005384219664138312,0.003339607239954745,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.0061258142679584,-0.004314820211217585
v25r_nA,baseline_b20_s4242,sentinel,-1,20,4242,29,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.004331518913996901
v25r_nA,stress_b30_s10010,sentinel,-1,30,10010,17,22,0.005384219664138312,0.003339607239954745,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.0061258142679584,-0.0032720631970985237
v25r_nA,stress_b30_s10010,sentinel,-1,30,10010,29,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.0031339903032384874
v25r_pA,pack2601_b10_p12259,random_shortblock,2601,10,12259,5,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.005569425546944046
v25r_pA,pack2601_b10_p12259,random_shortblock,2601,10,12259,17,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.005874845979151538
v25r_pA,pack2601_b11_p5942,random_shortblock,2601,11,5942,5,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.0050429409301706255
v25r_pA,pack2601_b11_p5942,random_shortblock,2601,11,5942,17,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.005452520857570763
v25r_pA,pack2601_b12_p10072,random_shortblock,2601,12,10072,5,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.0054465713938469384
v25r_pA,pack2601_b12_p10072,random_shortblock,2601,12,10072,17,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.0062730752060410734
v25r_pA,pack2601_b12_p12818,random_shortblock,2601,12,12818,5,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.004945260631973169
v25r_pA,pack2601_b12_p12818,random_shortblock,2601,12,12818,17,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.0051170244116938435
v25r_pA,pack2601_b13_p6168,random_shortblock,2601,13,6168,5,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.0054965575300294995
v25r_pA,pack2601_b13_p6168,random_shortblock,2601,13,6168,17,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.0058697607161076635
v25r_pA,pack2601_b14_p12220,random_shortblock,2601,14,12220,5,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.00703317884421501
v25r_pA,pack2601_b14_p12220,random_shortblock,2601,14,12220,17,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.006101851658552814
v25r_pA,pack2601_b15_p11334,random_shortblock,2601,15,11334,5,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.006845255844713621
v25r_pA,pack2601_b15_p11334,random_shortblock,2601,15,11334,17,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.005526212103746425
v25r_pA,pack2601_b15_p12670,random_shortblock,2601,15,12670,5,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.005136310558240415
v25r_pA,pack2601_b15_p12670,random_shortblock,2601,15,12670,17,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.006249980144812611
v25r_pA,pack2601_b15_p5628,random_shortblock,2601,15,5628,5,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.005037588020411109
v25r_pA,pack2601_b15_p5628,random_shortblock,2601,15,5628,17,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.0052088676268190965
v25r_pA,pack2601_b16_p11705,random_shortblock,2601,16,11705,5,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.005942473152793259
v25r_pA,pack2601_b16_p11705,random_shortblock,2601,16,11705,17,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.0051309979641619985
v25r_pA,pack2601_b16_p6660,random_shortblock,2601,16,6660,5,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.004702007512035566
v25r_pA,pack2601_b16_p6660,random_shortblock,2601,16,6660,17,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.005374684665058282
v25r_pA,pack2601_b18_p6584,random_shortblock,2601,18,6584,5,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.006518688905431808
v25r_pA,pack2601_b18_p6584,random_shortblock,2601,18,6584,17,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.004804568060665931
v25r_pA,pack2602_b11_p11073,random_shortblock,2602,11,11073,5,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.006521886195598292
v25r_pA,pack2602_b11_p11073,random_shortblock,2602,11,11073,17,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.005416332164014853
v25r_pA,pack2602_b11_p7656,random_shortblock,2602,11,7656,5,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.00532978772874878
v25r_pA,pack2602_b11_p7656,random_shortblock,2602,11,7656,17,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.005756361485901923
v25r_pA,pack2602_b13_p12111,random_shortblock,2602,13,12111,5,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.005132425629888526
v25r_pA,pack2602_b13_p12111,random_shortblock,2602,13,12111,17,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.006578468820062333
v25r_pA,pack2602_b13_p5079,random_shortblock,2602,13,5079,5,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.0051800680366080095
v25r_pA,pack2602_b13_p5079,random_shortblock,2602,13,5079,17,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.005920745340763939
v25r_pA,pack2602_b13_p6446,random_shortblock,2602,13,6446,5,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.0053936650710539715
v25r_pA,pack2602_b13_p6446,random_shortblock,2602,13,6446,17,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.005469829031209683
v25r_pA,pack2602_b13_p7588,random_shortblock,2602,13,7588,5,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.005668821209676661
v25r_pA,pack2602_b13_p7588,random_shortblock,2602,13,7588,17,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.006087666498431382
v25r_pA,pack2602_b13_p9688,random_shortblock,2602,13,9688,5,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.005674248833097739
v25r_pA,pack2602_b13_p9688,random_shortblock,2602,13,9688,17,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.006943277954095351
v25r_pA,pack2602_b14_p7256,random_shortblock,2602,14,7256,5,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.005002891152432037
v25r_pA,pack2602_b14_p7256,random_shortblock,2602,14,7256,17,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.005695706843913917
v25r_pA,pack2602_b14_p8574,random_shortblock,2602,14,8574,5,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.005594466229745126
v25r_pA,pack2602_b14_p8574,random_shortblock,2602,14,8574,17,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.006495209378208566
v25r_pA,pack2602_b16_p10695,random_shortblock,2602,16,10695,5,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.0056138306297629555
v25r_pA,pack2602_b16_p10695,random_shortblock,2602,16,10695,17,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.005901064193453626
v25r_pA,pack2602_b17_p5680,random_shortblock,2602,17,5680,5,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.0048317546861832645
v25r_pA,pack2602_b17_p5680,random_shortblock,2602,17,5680,17,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.00478791406622478
v25r_pA,pack2602_b18_p10204,random_shortblock,2602,18,10204,5,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.005561497128333354
v25r_pA,pack2602_b18_p10204,random_shortblock,2602,18,10204,17,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.004995460937713075
v25r_pA,pack2603_b10_p12709,random_shortblock,2603,10,12709,5,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.006431488648223132
v25r_pA,pack2603_b10_p12709,random_shortblock,2603,10,12709,17,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.0051300487545468615
v25r_pA,pack2603_b10_p8441,random_shortblock,2603,10,8441,5,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.006476413449584766
v25r_pA,pack2603_b10_p8441,random_shortblock,2603,10,8441,17,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.007593644182865755
v25r_pA,pack2603_b13_p10039,random_shortblock,2603,13,10039,5,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.0066476634377900185
v25r_pA,pack2603_b13_p10039,random_shortblock,2603,13,10039,17,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.005599198581724546
v25r_pA,pack2603_b13_p5521,random_shortblock,2603,13,5521,5,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.005605129605012138
v25r_pA,pack2603_b13_p5521,random_shortblock,2603,13,5521,17,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.006523740933693406
v25r_pA,pack2603_b14_p11396,random_shortblock,2603,14,11396,5,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.0050604906762064805
v25r_pA,pack2603_b14_p11396,random_shortblock,2603,14,11396,17,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.0054075866434325544
v25r_pA,pack2603_b14_p9927,random_shortblock,2603,14,9927,5,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.004262836809104603
v25r_pA,pack2603_b14_p9927,random_shortblock,2603,14,9927,17,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.005653527402030145
v25r_pA,pack2603_b15_p10607,random_shortblock,2603,15,10607,5,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.005873438453824748
v25r_pA,pack2603_b15_p10607,random_shortblock,2603,15,10607,17,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.005151708077389972
v25r_pA,pack2603_b16_p11082,random_shortblock,2603,16,11082,5,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.005553323359815726
v25r_pA,pack2603_b16_p11082,random_shortblock,2603,16,11082,17,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.006006072474737456
v25r_pA,pack2603_b16_p12164,random_shortblock,2603,16,12164,5,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.005971905784153075
v25r_pA,pack2603_b16_p12164,random_shortblock,2603,16,12164,17,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.004780595920832659
v25r_pA,pack2603_b17_p12199,random_shortblock,2603,17,12199,5,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.0060521073261130655
v25r_pA,pack2603_b17_p12199,random_shortblock,2603,17,12199,17,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.006279817899447498
v25r_pA,pack2603_b17_p9754,random_shortblock,2603,17,9754,5,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.005441506591453049
v25r_pA,pack2603_b17_p9754,random_shortblock,2603,17,9754,17,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.004662319066216847
v25r_pA,pack2603_b18_p11365,random_shortblock,2603,18,11365,5,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.004881300815034067
v25r_pA,pack2603_b18_p11365,random_shortblock,2603,18,11365,17,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.004332726712897056
v25r_pA,altblock_b24_s4242,sentinel,-1,24,4242,17,22,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638,-0.003135175431226472
v25r_pA,altblock_b24_s4242,sentinel,-1,24,4242,29,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.004029062237814884
v25r_pA,baseline_b20_s4242,sentinel,-1,20,4242,17,22,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638,-0.003866203796279682
v25r_pA,baseline_b20_s4242,sentinel,-1,20,4242,29,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.004319835267325589
v25r_pA,stress_b30_s10010,sentinel,-1,30,10010,17,22,0.005439288722553037,0.0033344757772477696,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061164216403638,-0.002993092648807005
v25r_pA,stress_b30_s10010,sentinel,-1,30,10010,29,25,0.005251300621383015,0.003282190035266863,0.0006707529060632234,0.024086021505376344,-0.0018871140378536,0.0061490398406234,-0.0031165667026034904
