variant,scenario,scenario_group,pack_seed,path_bootstrap_block_size,path_bootstrap_seed,seed,transaction_cost_bps,mean_test_relative,robust_min_test_relative,mean_turnover,mean_executed_step_rate,worst_daily_relative_return,worst_relative_drawdown,path_bootstrap_robust_min_p05
v25r_nA,pack2601_b15_p5628,random_shortblock,2601,15,5628,17,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.005294022926101105
v25r_nA,pack2601_b16_p11705,random_shortblock,2601,16,11705,5,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.005955042536024935
v25r_nA,pack2601_b16_p11705,random_shortblock,2601,16,11705,17,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.005138915536428074
v25r_nA,pack2601_b16_p6660,random_shortblock,2601,16,6660,5,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.00472471012989068
v25r_nA,pack2601_b16_p6660,random_shortblock,2601,16,6660,17,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.005569157879692222
v25r_nA,pack2601_b18_p6584,random_shortblock,2601,18,6584,5,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.00652886125637277
v25r_nA,pack2601_b18_p6584,random_shortblock,2601,18,6584,17,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.004812040308695853
v25r_nA,pack2602_b11_p11073,random_shortblock,2602,11,11073,5,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.006532002133711895
v25r_nA,pack2602_b11_p11073,random_shortblock,2602,11,11073,17,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.005427257133845465
v25r_nA,pack2602_b11_p7656,random_shortblock,2602,11,7656,5,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.005343716396886716
v25r_nA,pack2602_b11_p7656,random_shortblock,2602,11,7656,17,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.0057747504904344495
v25r_nA,pack2602_b13_p12111,random_shortblock,2602,13,12111,5,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.00514017700960932
v25r_nA,pack2602_b13_p12111,random_shortblock,2602,13,12111,17,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.006595776874396741
v25r_nA,pack2602_b13_p5079,random_shortblock,2602,13,5079,5,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.005188099017538789
v25r_nA,pack2602_b13_p5079,random_shortblock,2602,13,5079,17,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.0059216109852650465
v25r_nA,pack2602_b13_p6446,random_shortblock,2602,13,6446,5,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.005404144305627134
v25r_nA,pack2602_b13_p6446,random_shortblock,2602,13,6446,17,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.005656834019342749
v25r_nA,pack2602_b13_p7588,random_shortblock,2602,13,7588,5,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.005677957520424731
v25r_nA,pack2602_b13_p7588,random_shortblock,2602,13,7588,17,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.006097406670898376
v25r_nA,pack2602_b13_p9688,random_shortblock,2602,13,9688,5,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.005550531380317414
v25r_nA,pack2602_b13_p9688,random_shortblock,2602,13,9688,17,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.006954495369671287
v25r_nA,pack2602_b14_p7256,random_shortblock,2602,14,7256,5,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.0050671435414357474
v25r_nA,pack2602_b14_p7256,random_shortblock,2602,14,7256,17,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.005704465866303204
v25r_nA,pack2602_b14_p8574,random_shortblock,2602,14,8574,5,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.005597349336596757
v25r_nA,pack2602_b14_p8574,random_shortblock,2602,14,8574,17,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.006511410679404828
v25r_nA,pack2602_b16_p10695,random_shortblock,2602,16,10695,5,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.005627563612138042
v25r_nA,pack2602_b16_p10695,random_shortblock,2602,16,10695,17,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.005915889331401808
v25r_nA,pack2602_b17_p5680,random_shortblock,2602,17,5680,5,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.004838890055445621
v25r_nA,pack2602_b17_p5680,random_shortblock,2602,17,5680,17,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.004801239632671428
v25r_nA,pack2602_b18_p10204,random_shortblock,2602,18,10204,5,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.005599784922366869
v25r_nA,pack2602_b18_p10204,random_shortblock,2602,18,10204,17,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.005003501700143331
v25r_nA,pack2603_b10_p12709,random_shortblock,2603,10,12709,5,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.006441576390986852
v25r_nA,pack2603_b10_p12709,random_shortblock,2603,10,12709,17,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.005137940943775493
v25r_nA,pack2603_b10_p8441,random_shortblock,2603,10,8441,5,25,0.005195955420592613,0.0032872408390114405,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.006158482372667,-0.006759973499878308
