variant,rows,all_non_path,breach_count,min_case_slack,mean_case_slack,mean_test_relative,mean_turnover,mean_executed_step_rate
v25z_ridge_hi,28,True,0,0.00010803950603879842,0.001469111821573761,0.005345293813306971,0.0006707527088361769,0.02408602150537634
v25z_band_lo,28,True,0,0.00010803763647745414,0.0014691090379691468,0.005345294671968025,0.0006707529060632236,0.02408602150537634
v25z_pen_hi,28,True,0,0.00010803763647745414,0.0014691090379691468,0.005345294671968025,0.0006707529060632236,0.02408602150537634
v25z_pen_lo,28,True,0,0.00010803763647745414,0.0014691090379691468,0.005345294671968025,0.0006707529060632236,0.02408602150537634
v25z_ref,28,True,0,0.00010803763647745414,0.0014691090379691468,0.005345294671968025,0.0006707529060632236,0.02408602150537634
v25z_ridge_lo,28,True,0,0.0001080357669165314,0.0014691062543646077,0.005345295530630656,0.0006707531032904742,0.02408602150537634
v25z_smooth_hi,28,True,17,-0.0010281243806647142,1.0674557529433751e-05,0.004621561015824804,0.000620705385980041,0.02236559139784946
v25z_smooth_lo,28,False,28,-0.0035158349403063118,-0.002047674368024452,0.004369551645456339,0.000541632267373276,0.019784946236559138
v25z_band_hi,28,False,28,-0.003542990857970086,-0.0020600824608104505,0.004377940792549338,0.0005435064627618941,0.019784946236559138
