candidate,rows,breach_count,breach_rate,min_case_slack,mean_case_slack,mean_test_relative,mean_validation_relative,mean_turnover,mean_executed_steps,mean_gate_suppression,seed_return_range,activity_violations,cost35_breach_count,cost35_min_slack
l_s092625468_objw1,864,0,0.0,0.007,0.011111091133745766,0.017506242402999857,0.01112920186315033,0.00010020375322970093,0.9988425925925926,0.9978473219987225,0.00011588352416750866,864,0,0.007626560104265395
j_s0926254_objw1,864,0,0.0,0.007,0.011111090832362117,0.017506241105403896,0.011129201040427793,0.00010020374585240827,0.9988425925925926,0.9978473219987225,0.00011588351564949945,864,0,0.007626560060998616
