variant,scenario,envelope,path_bootstrap_block_size,path_bootstrap_seed,seed,transaction_cost_bps,mean_test_relative,robust_min_test_relative,mean_turnover,mean_executed_step_rate,worst_daily_relative_return,worst_relative_drawdown,path_bootstrap_robust_min_p05
v25r_n8,baseline_b20_s4242,sentinel,20,4242,11,25,0.005195956249227418,0.003287241307322386,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.00615848550879,-0.006068006478306237
v25r_n8,baseline_b20_s4242,sentinel,20,4242,17,25,0.005195956249227418,0.003287241307322386,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.00615848550879,-0.004504626315827642
v25r_n8,baseline_b20_s4242,sentinel,20,4242,29,25,0.005195956249227418,0.003287241307322386,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.00615848550879,-0.004331520506860919
v25r_n8,stress_b30_s10010,sentinel,30,10010,5,22,0.005384220548819973,0.003339607721937199,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0061258173939277,-0.0029818031872523186
v25r_n8,stress_b30_s10010,sentinel,30,10010,11,22,0.005384220548819973,0.003339607721937199,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0061258173939277,-0.0037604727730930487
v25r_n8,stress_b30_s10010,sentinel,30,10010,17,22,0.005384220548819973,0.003339607721937199,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0061258173939277,-0.0032720638954540026
v25r_n8,stress_b30_s10010,sentinel,30,10010,29,22,0.005384220548819973,0.003339607721937199,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0061258173939277,-0.0029318968643614607
v25r_n8,stress_b30_s10010,sentinel,30,10010,5,25,0.005195956249227418,0.003287241307322386,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.00615848550879,-0.0030290059297623574
v25r_n8,stress_b30_s10010,sentinel,30,10010,11,25,0.005195956249227418,0.003287241307322386,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.00615848550879,-0.003951508743364495
v25r_n8,stress_b30_s10010,sentinel,30,10010,17,25,0.005195956249227418,0.003287241307322386,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.00615848550879,-0.003332787961316369
v25r_n8,stress_b30_s10010,sentinel,30,10010,29,25,0.005195956249227418,0.003287241307322386,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.00615848550879,-0.00313399165176918
v25r_nA,random_holdout_b11_p13416,random_holdout,11,13416,5,22,0.005384219664138312,0.003339607239954745,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.0061258142679584,-0.006089393326504721
v25r_nA,random_holdout_b11_p13416,random_holdout,11,13416,11,22,0.005384219664138312,0.003339607239954745,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.0061258142679584,-0.005416797426576725
v25r_nA,random_holdout_b11_p13416,random_holdout,11,13416,17,22,0.005384219664138312,0.003339607239954745,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.0061258142679584,-0.004974704096449151
v25r_nA,random_holdout_b11_p13416,random_holdout,11,13416,29,22,0.005384219664138312,0.003339607239954745,0.0006714762540477564,0.024086021505376344,-0.0018900181750552,0.0061258142679584,-0.005783056543258819
