variant,scenario,path_bootstrap_block_size,path_bootstrap_seed,seed,transaction_cost_bps,slippage_bps,mean_test_relative,robust_min_test_relative,mean_turnover,mean_executed_step_rate,worst_daily_relative_return,worst_relative_drawdown,path_bootstrap_robust_min_p05
v25k_n8,stress_b30_s10010,30,10010,17,15,15,0.0058237221385891045,0.00346180296614107,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0060495897350346,-0.002932581584152777
v25k_n8,stress_b30_s10010,30,10010,29,15,15,0.0058237221385891045,0.00346180296614107,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0060495897350346,-0.0024237437451660572
v25k_n8,stress_b30_s10010,30,10010,5,18,18,0.0056353268937137544,0.00340943238544944,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0060822590844253,-0.002613121238866722
v25k_n8,stress_b30_s10010,30,10010,17,18,18,0.0056353268937137544,0.00340943238544944,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0060822590844253,-0.003037854736962564
v25k_n8,stress_b30_s10010,30,10010,29,18,18,0.0056353268937137544,0.00340943238544944,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0060822590844253,-0.002565472481064379
v25k_n8,stress_b30_s10010,30,10010,5,22,22,0.005384220548819973,0.003339607721937199,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0061258173939277,-0.0029818031872523186
v25k_n8,stress_b30_s10010,30,10010,17,22,22,0.005384220548819973,0.003339607721937199,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0061258173939277,-0.0032720638954540026
v25k_n8,stress_b30_s10010,30,10010,29,22,22,0.005384220548819973,0.003339607721937199,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.0061258173939277,-0.0029318968643614607
v25k_n8,stress_b30_s10010,30,10010,5,25,25,0.005195956249227418,0.003287241307322386,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.00615848550879,-0.0030290059297623574
v25k_n8,stress_b30_s10010,30,10010,17,25,25,0.005195956249227418,0.003287241307322386,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.00615848550879,-0.003332787961316369
v25k_n8,stress_b30_s10010,30,10010,29,25,25,0.005195956249227418,0.003287241307322386,0.0006714764520370678,0.024086021505376344,-0.0018900190598922,0.00615848550879,-0.00313399165176918
