variant,rows,all_non_path,all_case_floor,min_case_slack,mean_case_slack,mean_test_relative,mean_turnover,mean_executed_step_rate,breach_count
v25q_ref_nA,96,True,False,-0.00028116143195490786,0.0018907806291784159,0.005376397140336585,0.0006714762540477565,0.02408602150537634,1
v25q_ref_n8,96,True,False,-0.00028116319813575354,0.001890777541788572,0.0053763980226962105,0.0006714764520370679,0.02408602150537634,1
v25q_c,96,True,False,-0.005602152710775494,-0.0017370957901735621,0.004668209316246196,0.0006340605334262056,0.021827956989247308,78
v25q_b,96,True,False,-0.005641151408300227,-0.0024443866446049274,0.0036228279031395084,0.0006201670082002079,0.021182795698924728,86
v25q_a,96,True,False,-0.006422050972193226,-0.0028986103999040372,0.005657202761804282,0.0009135973035296808,0.028817204301075264,88
v25q_d,96,False,False,-0.004394899219829025,-0.002598122773512985,0.0039174975508945,0.0005379394480444485,0.019354838709677417,93
