candidate,rows,breach_count,breach_rate,min_case_slack,mean_case_slack,mean_test_relative,mean_validation_relative,mean_turnover,mean_executed_steps,mean_gate_suppression,seed_return_range,activity_violations,cost35_breach_count,cost35_min_slack
zv5_sm965_pen295,24,0,0.0,0.006593194600120377,0.007013386478909166,0.011097538179144058,0.011697537349647675,0.00015690940465674173,1.4791666666666667,0.9968121408045976,0.0005366336858443187,3,0,0.006593194600120377
zv5_sm950_pen295,24,0,0.0,0.006728750379579595,0.007212522631768195,0.011023130391896578,0.011520952426745432,0.00015372988640004645,1.4791666666666667,0.9968121408045976,0.0005368301228829767,3,0,0.006728750379579595
zv5_sm934_ridge012,24,0,0.0,0.00682689973419484,0.007412112719227096,0.0109404026883481,0.011332536814655222,0.00015036676702650392,1.4791666666666667,0.9968121408045976,0.0005367398416740894,3,0,0.00682689973419484
zv5_sm934_ridge016,24,0,0.0,0.006826908249191682,0.007412163848354899,0.010940376212345943,0.01133247960980076,0.0001503655909430242,1.4791666666666667,0.9968121408045976,0.0005367409025971177,3,0,0.006826908249191682
zv5_sm933_pen295,24,0,0.0,0.006828806044362206,0.007424652897153204,0.010935053060403729,0.011320620578647153,0.00015015470174490668,1.4791666666666667,0.9968121408045976,0.0005367264862180896,3,0,0.006828806044362206
zv5_sm934_ntb045,24,0,0.0,0.007,0.007,0.007477948051925757,0.015182582430735248,0.00014047422155459783,1.4791666666666667,0.9968121408045976,0.00034608716713534996,3,0,0.007
zv5_sm929_pen295,24,0,0.0,0.006915758199668559,0.010415645637925094,0.017331350179798862,0.011273452458366015,0.00010152073727685456,1.0,0.9978448275862069,0.0010947038967695118,24,0,0.006915758199668559
zv5_sm925_pen295,24,0,0.0,0.006916138316038245,0.010401009843598479,0.01725621705244027,0.011226272451377617,0.00010108361892474751,1.0,0.9978448275862069,0.001089948224251052,24,0,0.006916138316038245
zv5_sm934_ntb040,24,3,0.125,-0.008081842519088868,0.008855972156363025,0.012629425738651686,0.014085493949721486,0.0001629766559331488,1.9583333333333333,0.9957794540229884,0.0013575909458141498,0,1,-0.008081842519088868
zv5_sm934_ntb035,24,3,0.125,-0.006080107383543404,0.005353272383105152,0.005211086489418881,0.01158029615375785,0.00010446816361252449,1.4583333333333333,0.996857040229885,0.0004989408591118813,6,1,-0.006080107383543404
