split,seed,fold,phase,phase_start,phase_end,policy_total_return,static_hold_total_return,optimizer_total_return,policy_relative_total_return,static_hold_relative_total_return,optimizer_relative_total_return,policy_cash_weight,static_hold_cash_weight,optimizer_cash_weight,policy_trend_weight,static_hold_trend_weight,policy_turnover,static_hold_turnover,optimizer_turnover,policy_rebalance_count,static_hold_rebalance_count,policy_late_def_rate,delta_total_return_vs_static_hold,delta_total_return_vs_optimizer,delta_relative_total_return_vs_static_hold,delta_relative_total_return_vs_optimizer,delta_cash_weight_vs_static_hold,delta_cash_weight_vs_optimizer,delta_trend_weight_vs_static_hold,delta_turnover_vs_static_hold,delta_turnover_vs_optimizer,delta_rebalance_count_vs_static_hold
chrono,27,fold_02,test,2022-08-03 00:00:00,2024-06-07 00:00:00,0.282488,0.344293,0.007149,-0.045975,0.0,-0.250796,0.101251,0.0,0.993548,0.898749,1.0,0.015761,0.0,0.004301,138.0,1.0,0.0,-0.061804,0.27534,-0.045975,0.204821,0.101251,-0.892298,-0.101251,0.015761,0.01146,137.0
chrono,27,fold_02,validation,2019-10-24 00:00:00,2022-08-02 00:00:00,0.415476,0.42204,0.0,-0.004616,0.0,-0.296785,0.113386,0.0,1.0,0.886614,1.0,0.01669,0.0,0.0,219.0,1.0,0.0,-0.006564,0.415476,-0.004616,0.292169,0.113386,-0.886614,-0.113386,0.01669,0.01669,218.0
chrono,27,fold_03,test,2024-06-10 00:00:00,2026-04-17 00:00:00,0.303114,0.362189,-0.018816,-0.043368,0.0,-0.279701,0.086277,0.0,0.997849,0.913723,1.0,0.021162,0.0,0.004301,221.0,1.0,0.0,-0.059075,0.32193,-0.043368,0.236333,0.086277,-0.911572,-0.086277,0.021162,0.016861,220.0
chrono,27,fold_03,validation,2021-08-30 00:00:00,2024-06-07 00:00:00,0.232753,0.23565,0.007149,-0.002344,0.0,-0.184924,0.112793,0.0,0.995702,0.887207,1.0,0.027173,0.0,0.002865,363.0,1.0,0.0,-0.002896,0.225605,-0.002344,0.18258,0.112793,-0.882909,-0.112793,0.027173,0.024308,362.0
regime,7,fold_01,test,2022-04-25 00:00:00,2023-08-21 00:00:00,0.030034,0.052584,0.0,-0.021424,0.0,-0.049957,0.102242,0.0,1.0,0.897758,1.0,0.010423,0.0,0.0,67.0,1.0,0.0,-0.02255,0.030034,-0.021424,0.028534,0.102242,-0.897758,-0.102242,0.010423,0.010423,66.0
regime,7,fold_01,validation,2019-01-03 00:00:00,2022-04-22 00:00:00,0.750703,0.796711,0.0,-0.025607,0.0,-0.443427,0.080042,0.0,1.0,0.919958,1.0,0.013082,0.0,0.0,191.0,1.0,0.0,-0.046008,0.750703,-0.025607,0.417821,0.080042,-0.919958,-0.080042,0.013082,0.013082,190.0
regime,7,fold_02,test,2023-08-22 00:00:00,2024-12-16 00:00:00,0.338233,0.404754,0.007149,-0.047354,0.0,-0.283043,0.103345,0.0,0.990991,0.896655,1.0,0.017418,0.0,0.006006,134.0,1.0,0.0,-0.066521,0.331084,-0.047354,0.235688,0.103345,-0.887646,-0.103345,0.017418,0.011412,133.0
regime,7,fold_02,validation,2020-04-30 00:00:00,2023-08-21 00:00:00,0.521001,0.574403,0.0,-0.033918,0.0,-0.364839,0.12818,0.0,1.0,0.87182,1.0,0.022761,0.0,0.0,405.0,1.0,0.0,-0.053401,0.521001,-0.033918,0.33092,0.12818,-0.87182,-0.12818,0.022761,0.022761,404.0
regime,7,fold_03,test,2024-12-17 00:00:00,2026-04-17 00:00:00,0.157545,0.191296,-0.018816,-0.028331,0.0,-0.176372,0.134825,0.0,0.996997,0.865175,1.0,0.016887,0.0,0.006006,112.0,1.0,0.0,-0.03375,0.176361,-0.028331,0.148042,0.134825,-0.862172,-0.134825,0.016887,0.010881,111.0
regime,7,fold_03,validation,2021-08-25 00:00:00,2024-12-16 00:00:00,0.386686,0.420097,0.007149,-0.023527,0.0,-0.290789,0.138179,0.0,0.996399,0.861821,1.0,0.015696,0.0,0.002401,252.0,1.0,0.0,-0.033411,0.379537,-0.023527,0.267262,0.138179,-0.85822,-0.138179,0.015696,0.013295,251.0
regime,17,fold_01,test,2022-04-25 00:00:00,2023-08-21 00:00:00,0.028641,0.052584,0.0,-0.022748,0.0,-0.049957,0.155414,0.0,1.0,0.844586,1.0,0.032875,0.0,0.0,188.0,1.0,0.0,-0.023944,0.028641,-0.022748,0.02721,0.155414,-0.844586,-0.155414,0.032875,0.032875,187.0
regime,17,fold_01,validation,2019-01-03 00:00:00,2022-04-22 00:00:00,0.7108,0.796711,0.0,-0.047815,0.0,-0.443427,0.120687,0.0,1.0,0.879313,1.0,0.024958,0.0,0.0,342.0,1.0,0.0,-0.085911,0.7108,-0.047815,0.395612,0.120687,-0.879313,-0.120687,0.024958,0.024958,341.0
regime,17,fold_02,test,2023-08-22 00:00:00,2024-12-16 00:00:00,0.33386,0.404754,0.007149,-0.050467,0.0,-0.283043,0.132256,0.0,0.990991,0.867744,1.0,0.010806,0.0,0.006006,66.0,1.0,0.0,-0.070894,0.326711,-0.050467,0.232575,0.132256,-0.858735,-0.132256,0.010806,0.0048,65.0
regime,17,fold_02,validation,2020-04-30 00:00:00,2023-08-21 00:00:00,0.501781,0.574403,0.0,-0.046126,0.0,-0.364839,0.154297,0.0,1.0,0.845703,1.0,0.016318,0.0,0.0,252.0,1.0,0.0,-0.072622,0.501781,-0.046126,0.318712,0.154297,-0.845703,-0.154297,0.016318,0.016318,251.0
regime,17,fold_03,test,2024-12-17 00:00:00,2026-04-17 00:00:00,0.166547,0.191296,-0.018816,-0.020775,0.0,-0.176372,0.076084,0.0,0.996997,0.923916,1.0,0.010335,0.0,0.006006,63.0,1.0,0.0,-0.024749,0.185363,-0.020775,0.155598,0.076084,-0.920913,-0.076084,0.010335,0.004329,62.0
regime,17,fold_03,validation,2021-08-25 00:00:00,2024-12-16 00:00:00,0.427703,0.420097,0.007149,0.005356,0.0,-0.290789,0.079952,0.0,0.996399,0.920048,1.0,0.012619,0.0,0.002401,196.0,1.0,0.0,0.007606,0.420554,0.005356,0.296145,0.079952,-0.916447,-0.079952,0.012619,0.010219,195.0
regime,27,fold_01,test,2022-04-25 00:00:00,2023-08-21 00:00:00,0.048559,0.052584,0.0,-0.003824,0.0,-0.049957,0.13306,0.0,1.0,0.86694,1.0,0.03113,0.0,0.0,174.0,1.0,0.0,-0.004025,0.048559,-0.003824,0.046133,0.13306,-0.86694,-0.13306,0.03113,0.03113,173.0
regime,27,fold_01,validation,2019-01-03 00:00:00,2022-04-22 00:00:00,0.711405,0.796711,0.0,-0.047479,0.0,-0.443427,0.133464,0.0,1.0,0.866536,1.0,0.016716,0.0,0.0,259.0,1.0,0.0,-0.085306,0.711405,-0.047479,0.395948,0.133464,-0.866536,-0.133464,0.016716,0.016716,258.0
regime,27,fold_02,test,2023-08-22 00:00:00,2024-12-16 00:00:00,0.363305,0.404754,0.007149,-0.029506,0.0,-0.283043,0.102178,0.0,0.990991,0.897822,1.0,0.007423,0.0,0.006006,50.0,1.0,0.0,-0.041449,0.356156,-0.029506,0.253536,0.102178,-0.888813,-0.102178,0.007423,0.001417,49.0
regime,27,fold_02,validation,2020-04-30 00:00:00,2023-08-21 00:00:00,0.52312,0.574403,0.0,-0.032573,0.0,-0.364839,0.123018,0.0,1.0,0.876982,1.0,0.013222,0.0,0.0,223.0,1.0,0.0,-0.051283,0.52312,-0.032573,0.332266,0.123018,-0.876982,-0.123018,0.013222,0.013222,222.0
regime,27,fold_03,test,2024-12-17 00:00:00,2026-04-17 00:00:00,0.165437,0.191296,-0.018816,-0.021707,0.0,-0.176372,0.122543,0.0,0.996997,0.877457,1.0,0.007508,0.0,0.006006,58.0,1.0,0.0,-0.025859,0.184253,-0.021707,0.154666,0.122543,-0.874454,-0.122543,0.007508,0.001502,57.0
regime,27,fold_03,validation,2021-08-25 00:00:00,2024-12-16 00:00:00,0.37977,0.420097,0.007149,-0.028397,0.0,-0.290789,0.129013,0.0,0.996399,0.870987,1.0,0.012692,0.0,0.002401,238.0,1.0,0.0,-0.040327,0.372621,-0.028397,0.262392,0.129013,-0.867386,-0.129013,0.012692,0.010291,237.0
