variant,rows,all_non_path,all_case_floor,min_case_slack,mean_case_slack,mean_test_relative,mean_turnover,mean_executed_step_rate,breach_count
v25n_a,30,True,True,0.0004889430743115651,0.0013334986025775345,0.005290087542365465,0.0006714762540477562,0.02408602150537634,0
v25n_ref_n8,30,True,True,0.0004889420914251921,0.0013334950575124068,0.005290088399023697,0.0006714764520370679,0.02408602150537634,0
v25n_b,30,True,True,0.0004889411085381538,0.0013334915124473086,0.005290089255684682,0.0006714766500265856,0.02408602150537634,0
v25n_e,30,True,False,-0.00023284943256157709,0.0011525347961506413,0.006164092133705081,0.0006496821796988294,0.023225806451612898,1
v25n_d,30,True,False,-0.0007937017915956197,8.280744186353866e-05,0.004621562204897688,0.0006207057177213366,0.022365591397849455,16
v25n_g,30,True,False,-0.00789823239558855,-0.003707238431445165,0.005501809047832905,0.00091437354195275,0.028817204301075268,30
v25n_c,30,False,False,-0.003391428511710654,-0.0018810869342072234,0.00436955248828097,0.0005416325693656552,0.019784946236559138,30
v25n_f,30,False,False,-0.008436846237794695,-0.007124171311727697,0.00279214163037157,0.0005216760465393455,0.0189247311827957,30
