variant,seed,transaction_cost_bps,slippage_bps,mean_test_relative,robust_min_test_relative,mean_turnover,mean_executed_step_rate,worst_daily_relative_return,worst_relative_drawdown,path_bootstrap_robust_min_p05,wealth_first_score
v25c_anchor_tailguard_med,5,12,12,0.005646785094433416,0.002760796579492464,0.001107732674772027,0.0378494623655914,-0.0036219567664506,0.0110537964785485,-0.00856226528937309,0.0061963838781006276
v25c_anchor_tailguard_med,17,12,12,0.005646785094433416,0.002760796579492464,0.001107732674772027,0.0378494623655914,-0.0036219567664506,0.0110537964785485,-0.008512490514728322,0.0061963838781006276
v25c_anchor_tailguard_med,29,12,12,0.005646785094433416,0.002760796579492464,0.001107732674772027,0.0378494623655914,-0.0036219567664506,0.0110537964785485,-0.0072673103541982635,0.0061963838781006276
v25c_anchor_tailguard_med,5,15,15,0.005335247474216809,0.0027089945032048313,0.001107732674772027,0.0378494623655914,-0.0036219567664506,0.0111260176365943,-0.00937372216275389,0.005858945219740204
v25c_anchor_tailguard_med,17,15,15,0.005335247474216809,0.0027089945032048313,0.001107732674772027,0.0378494623655914,-0.0036219567664506,0.0111260176365943,-0.009202340903233441,0.005858945219740204
v25c_anchor_tailguard_med,29,15,15,0.005335247474216809,0.0027089945032048313,0.001107732674772027,0.0378494623655914,-0.0036219567664506,0.0111260176365943,-0.00822387011188142,0.005858945219740204
v25c_anchor_tailguard_med,5,18,18,0.005023909307040908,0.0026571941781829977,0.001107732674772027,0.0378494623655914,-0.0036219567664506,0.0111982354439894,-0.010276402646394307,0.005521706890053387
v25c_anchor_tailguard_med,17,18,18,0.005023909307040908,0.0026571941781829977,0.001107732674772027,0.0378494623655914,-0.0036219567664506,0.0111982354439894,-0.010112269647214655,0.005521706890053387
v25c_anchor_tailguard_med,29,18,18,0.005023909307040908,0.0026571941781829977,0.001107732674772027,0.0378494623655914,-0.0036219567664506,0.0111982354439894,-0.00935969855473322,0.005521706890053387
v25c_anchor_tailguard_med,5,22,22,0.004609101732114773,0.002588129802298056,0.001107732674772027,0.0378494623655914,-0.0036219567664506,0.0112945206418496,-0.010867532016990077,0.005072367127184781
v25c_anchor_tailguard_med,17,22,22,0.004609101732114773,0.002588129802298056,0.001107732674772027,0.0378494623655914,-0.0036219567664506,0.0112945206418496,-0.011753470083665429,0.005072367127184781
v25c_anchor_tailguard_med,29,22,22,0.004609101732114773,0.002588129802298056,0.001107732674772027,0.0378494623655914,-0.0036219567664506,0.0112945206418496,-0.010157185721486023,0.005072367127184781
v25c_anchor_tailguard_med,5,25,25,0.0040033640548763575,0.002536333563450066,0.0006435091317327001,0.025806451612903226,-0.0027777516222532,0.0061114190856239,-0.007842887317496333,0.004788898987801865
v25c_anchor_tailguard_med,17,25,25,0.0040033640548763575,0.002536333563450066,0.0006435091317327001,0.025806451612903226,-0.0027777516222532,0.0061114190856239,-0.008207641804788484,0.004788898987801865
v25c_anchor_tailguard_med,29,25,25,0.0040033640548763575,0.002536333563450066,0.0006435091317327001,0.025806451612903226,-0.0027777516222532,0.0061114190856239,-0.007633416415181915,0.004788898987801865
v25c_balance_recover,5,12,12,0.002947288747871246,0.0,0.00048315436697330403,0.017634408602150535,-0.0017167757665552,0.0055334807535842,-0.008262639868745947,0.002584922972641268
v25c_balance_recover,17,12,12,0.002947288747871246,0.0,0.00048315436697330403,0.017634408602150535,-0.0017167757665552,0.0055334807535842,-0.008320135832489329,0.002584922972641268
v25c_balance_recover,29,12,12,0.002947288747871246,0.0,0.00048315436697330403,0.017634408602150535,-0.0017167757665552,0.0055334807535842,-0.007649287317159864,0.002584922972641268
v25c_balance_recover,5,15,15,0.0031315520054028935,0.0,0.0004818497129425104,0.017634408602150535,-0.0017345700845957,0.0055697219303187,-0.00835647047530339,0.002770164720696011
v25c_balance_recover,17,15,15,0.0031315520054028935,0.0,0.0004818497129425104,0.017634408602150535,-0.0017345700845957,0.0055697219303187,-0.008583072077658117,0.002770164720696011
