variant,rows,all_non_path,all_case_floor,min_case_slack,mean_case_slack,mean_test_relative,mean_turnover,mean_executed_step_rate,breach_count
v25p_a,96,True,False,-0.00026860155688486834,0.001952621417828539,0.005431477643062138,0.0006707529060632236,0.02408602150537634,1
v25p_ref_nA,96,True,False,-0.00028116143195490786,0.0018907806291784159,0.005376397140336585,0.0006714762540477565,0.02408602150537634,1
v25p_ref_n8,96,True,False,-0.00028116319813575354,0.001890777541788572,0.0053763980226962105,0.0006714764520370679,0.02408602150537634,1
