candidate,scenario,seed,transaction_cost_bps,path_bootstrap_reps,path_bootstrap_robust_min_p05,case_slack,breach,gate_passed,mean_test_relative,mean_validation_relative,mean_turnover,mean_test_executed_step_count,mean_test_gate_suppression_rate,error
sc2_min16_p20,baseline_b20_s4242,5,35,30,-0.00017320366034876406,0.006826796339651236,False,True,0.010937084309376122,0.011306649967903759,0.00015069365244410252,1.5,0.9967672413793103,
sc2_min16_p20,baseline_b20_s4242,5,22,30,-0.00010664383740062729,0.006893356162599373,False,True,0.011113257615447236,0.011435303832880939,0.00015069365244410252,1.5,0.9967672413793103,
sc2_min16_p20,baseline_b20_s4242,5,30,30,-0.00014760372844609953,0.0068523962715539,False,True,0.011004841570884327,0.01135613222366405,0.00015069365244410252,1.5,0.9967672413793103,
sc2_min16_p20,baseline_b20_s4242,17,22,30,0.0004792285482897786,0.007479228548289779,False,True,0.011113257615447236,0.011435303832880939,0.00015069365244410252,1.5,0.9967672413793103,
sc2_min16_p20,baseline_b20_s4242,17,30,30,0.00044647423464332385,0.007446474234643324,False,True,0.011004841570884327,0.01135613222366405,0.00015069365244410252,1.5,0.9967672413793103,
sc2_min16_p20,baseline_b20_s4242,17,35,30,0.0004260027886139773,0.007426002788613977,False,True,0.010937084309376122,0.011306649967903759,0.00015069365244410252,1.5,0.9967672413793103,
sc2_min16_p20,altblock_b16_s4242,5,30,30,6.582587707072429e-05,0.007065825877070725,False,True,0.011004841570884327,0.01135613222366405,0.00015069365244410252,1.5,0.9967672413793103,
sc2_min16_p20,altblock_b16_s4242,5,22,30,6.582587707072429e-05,0.007065825877070725,False,True,0.011113257615447236,0.011435303832880939,0.00015069365244410252,1.5,0.9967672413793103,
sc2_min16_p20,altblock_b16_s4242,5,35,30,6.582587707072429e-05,0.007065825877070725,False,True,0.010937084309376122,0.011306649967903759,0.00015069365244410252,1.5,0.9967672413793103,
sc2_min16_p20,altblock_b16_s4242,17,22,30,0.0010719051104921664,0.008071905110492167,False,True,0.011113257615447236,0.011435303832880939,0.00015069365244410252,1.5,0.9967672413793103,
sc2_min16_p20,altblock_b16_s4242,17,35,30,0.000885685508482681,0.007885685508482681,False,True,0.010937084309376122,0.011306649967903759,0.00015069365244410252,1.5,0.9967672413793103,
sc2_min16_p20,altblock_b16_s4242,17,30,30,0.0009573065685625438,0.007957306568562543,False,True,0.011004841570884327,0.01135613222366405,0.00015069365244410252,1.5,0.9967672413793103,
sc2_min16_p20,altseed_b20_s5252,5,22,30,0.00045655099901733566,0.007456550999017336,False,True,0.011113257615447236,0.011435303832880939,0.00015069365244410252,1.5,0.9967672413793103,
sc2_min16_p20,altseed_b20_s5252,5,30,30,0.00042300066571079333,0.007423000665710794,False,True,0.011004841570884327,0.01135613222366405,0.00015069365244410252,1.5,0.9967672413793103,
sc2_min16_p20,altseed_b20_s5252,17,22,30,0.0006588839134537784,0.007658883913453779,False,True,0.011113257615447236,0.011435303832880939,0.00015069365244410252,1.5,0.9967672413793103,
sc2_min16_p20,altseed_b20_s5252,5,35,30,0.0004020317073956782,0.007402031707395678,False,True,0.010937084309376122,0.011306649967903759,0.00015069365244410252,1.5,0.9967672413793103,
