split,seed,fold,phase,phase_start,phase_end,policy_total_return,static_hold_total_return,optimizer_total_return,policy_relative_total_return,static_hold_relative_total_return,optimizer_relative_total_return,policy_cash_weight,static_hold_cash_weight,optimizer_cash_weight,policy_trend_weight,static_hold_trend_weight,policy_turnover,static_hold_turnover,optimizer_turnover,policy_rebalance_count,static_hold_rebalance_count,policy_late_def_rate,delta_total_return_vs_static_hold,delta_total_return_vs_optimizer,delta_relative_total_return_vs_static_hold,delta_relative_total_return_vs_optimizer,delta_cash_weight_vs_static_hold,delta_cash_weight_vs_optimizer,delta_trend_weight_vs_static_hold,delta_turnover_vs_static_hold,delta_turnover_vs_optimizer,delta_rebalance_count_vs_static_hold
regime,17,fold_01,validation,2019-01-03 00:00:00,2022-04-22 00:00:00,0.690305,0.796711,0.673352,-0.059223,0.0,-0.068658,0.108347,0.0,0.012027,0.891653,1.0,0.016679,0.0,0.007426,313.0,1.0,0.0,-0.106406,0.016953,-0.059223,0.009436,0.108347,0.09632,-0.108347,0.016679,0.009253,312.0
regime,17,fold_02,test,2023-08-22 00:00:00,2024-12-16 00:00:00,0.329152,0.404754,0.404754,-0.053819,0.0,0.0,0.117774,0.0,0.0,0.882226,1.0,0.011984,0.0,0.0,82.0,1.0,0.0,-0.075602,-0.075602,-0.053819,-0.053819,0.117774,0.117774,-0.117774,0.011984,0.011984,81.0
regime,17,fold_02,validation,2020-04-30 00:00:00,2023-08-21 00:00:00,0.488857,0.574403,0.539825,-0.054336,0.0,-0.021963,0.148841,0.0,0.003624,0.851159,1.0,0.017912,0.0,0.003974,281.0,1.0,0.0,-0.085546,-0.050968,-0.054336,-0.032373,0.148841,0.145217,-0.148841,0.017912,0.013938,280.0
regime,17,fold_03,test,2024-12-17 00:00:00,2026-04-17 00:00:00,0.160592,0.191296,0.154355,-0.025773,0.0,-0.031008,0.13586,0.0,0.003586,0.86414,1.0,0.027277,0.0,0.003103,152.0,1.0,0.0,-0.030704,0.006237,-0.025773,0.005235,0.13586,0.132274,-0.13586,0.027277,0.024174,151.0
regime,17,fold_03,validation,2021-08-25 00:00:00,2024-12-16 00:00:00,0.386805,0.420097,0.388908,-0.023444,0.0,-0.021963,0.133864,0.0,0.003624,0.866136,1.0,0.018036,0.0,0.003974,261.0,1.0,0.0,-0.033292,-0.002103,-0.023444,-0.001481,0.133864,0.130239,-0.133864,0.018036,0.014062,260.0
regime,27,fold_01,test,2022-04-25 00:00:00,2023-08-21 00:00:00,0.073724,0.052584,0.04402,0.020084,0.0,-0.008137,0.129271,0.0,0.002896,0.870729,1.0,0.016964,0.0,0.005638,93.0,1.0,0.0,0.02114,0.029704,0.020084,0.02822,0.129271,0.126375,-0.129271,0.016964,0.011326,92.0
regime,27,fold_01,validation,2019-01-03 00:00:00,2022-04-22 00:00:00,0.747026,0.796711,0.673352,-0.027653,0.0,-0.068658,0.085921,0.0,0.012027,0.914079,1.0,0.016116,0.0,0.007426,285.0,1.0,0.0,-0.049685,0.073674,-0.027653,0.041005,0.085921,0.073894,-0.085921,0.016116,0.00869,284.0
regime,27,fold_02,test,2023-08-22 00:00:00,2024-12-16 00:00:00,0.36417,0.404754,0.404754,-0.028891,0.0,0.0,0.08439,0.0,0.0,0.91561,1.0,0.017332,0.0,0.0,115.0,1.0,0.0,-0.040584,-0.040584,-0.028891,-0.028891,0.08439,0.08439,-0.08439,0.017332,0.017332,114.0
regime,27,fold_02,validation,2020-04-30 00:00:00,2023-08-21 00:00:00,0.539712,0.574403,0.539825,-0.022034,0.0,-0.021963,0.094823,0.0,0.003624,0.905177,1.0,0.017697,0.0,0.003974,256.0,1.0,0.0,-0.034691,-0.000113,-0.022034,-7.2e-05,0.094823,0.091198,-0.094823,0.017697,0.013723,255.0
regime,27,fold_03,test,2024-12-17 00:00:00,2026-04-17 00:00:00,0.140212,0.191296,0.154355,-0.042881,0.0,-0.031008,0.09357,0.0,0.003586,0.90643,1.0,0.03556,0.0,0.003103,211.0,1.0,0.0,-0.051084,-0.014143,-0.042881,-0.011872,0.09357,0.089984,-0.09357,0.03556,0.032457,210.0
regime,27,fold_03,validation,2021-08-25 00:00:00,2024-12-16 00:00:00,0.432347,0.420097,0.388908,0.008626,0.0,-0.021963,0.10584,0.0,0.003624,0.89416,1.0,0.031474,0.0,0.003974,438.0,1.0,0.0,0.01225,0.043439,0.008626,0.030589,0.10584,0.102216,-0.10584,0.031474,0.0275,437.0
