variant,rows,all_non_path,all_case_floor,min_case_slack,mean_case_slack,mean_test_relative,mean_turnover,mean_executed_step_rate,breach_count
v25n_a,130,True,True,0.0001561308870595187,0.00197531591282299,0.0053697579404926536,0.0006714762540477565,0.02408602150537634,0
v25n_ref_n8,130,True,True,0.00015612574127753503,0.0019753133336923457,0.005369758820875248,0.0006714764520370678,0.02408602150537634,0
v25n_b,130,True,True,0.00015612059549250344,0.0019753107545613614,0.005369759701260934,0.0006714766500265855,0.02408602150537634,0
