variant,scenario,path_bootstrap_block_size,path_bootstrap_seed,seed,transaction_cost_bps,mean_test_relative,robust_min_test_relative,mean_turnover,mean_executed_step_rate,worst_daily_relative_return,worst_relative_drawdown,path_bootstrap_robust_min_p05
v25k_ref,baseline_b20_s4242,20,4242,5,12,0.005296086202303707,0.0016620960348336933,0.0006214607614865512,0.022365591397849462,-0.0018924857685201,0.0060183897430464,-0.004924340172910857
v25k_ref,baseline_b20_s4242,20,4242,5,15,0.005121491445476689,0.0015227352568272234,0.0006214607614865512,0.022365591397849462,-0.0018924857685201,0.006051200059848,-0.005085467241302971
v25k_ref,baseline_b20_s4242,20,4242,5,18,0.004946948444693433,0.0013833917110219751,0.0006214607614865512,0.022365591397849462,-0.0018924857685201,0.0060840098430248,-0.0052092009163111404
v25k_ref,baseline_b20_s4242,20,4242,5,22,0.004714304918365775,0.0011976271190403676,0.0006214607614865512,0.022365591397849462,-0.0018924857685201,0.006127755390511,-0.005294297003814258
v25k_ref,baseline_b20_s4242,20,4242,5,25,0.004539882603659428,0.0010583237744554719,0.0006214607614865512,0.022365591397849462,-0.0018924857685201,0.0061605639285625,-0.005651281531640495
v25k_ref,baseline_b20_s4242,20,4242,17,12,0.005296086202303707,0.0016620960348336933,0.0006214607614865512,0.022365591397849462,-0.0018924857685201,0.0060183897430464,-0.005297560560407554
v25k_ref,baseline_b20_s4242,20,4242,17,15,0.005121491445476689,0.0015227352568272234,0.0006214607614865512,0.022365591397849462,-0.0018924857685201,0.006051200059848,-0.005545946990657485
v25k_ref,baseline_b20_s4242,20,4242,17,18,0.004946948444693433,0.0013833917110219751,0.0006214607614865512,0.022365591397849462,-0.0018924857685201,0.0060840098430248,-0.005684694807798163
v25k_ref,baseline_b20_s4242,20,4242,17,22,0.004714304918365775,0.0011976271190403676,0.0006214607614865512,0.022365591397849462,-0.0018924857685201,0.006127755390511,-0.005869665121837131
v25k_ref,baseline_b20_s4242,20,4242,17,25,0.004539882603659428,0.0010583237744554719,0.0006214607614865512,0.022365591397849462,-0.0018924857685201,0.0061605639285625,-0.006008372778173676
v25k_ref,baseline_b20_s4242,20,4242,29,12,0.005296086202303707,0.0016620960348336933,0.0006214607614865512,0.022365591397849462,-0.0018924857685201,0.0060183897430464,-0.004911353548341951
v25k_ref,baseline_b20_s4242,20,4242,29,15,0.005121491445476689,0.0015227352568272234,0.0006214607614865512,0.022365591397849462,-0.0018924857685201,0.006051200059848,-0.004986167601183223
v25k_ref,baseline_b20_s4242,20,4242,29,18,0.004946948444693433,0.0013833917110219751,0.0006214607614865512,0.022365591397849462,-0.0018924857685201,0.0060840098430248,-0.005085382556196832
v25k_ref,baseline_b20_s4242,20,4242,29,22,0.004714304918365775,0.0011976271190403676,0.0006214607614865512,0.022365591397849462,-0.0018924857685201,0.006127755390511,-0.005206242330943805
v25k_ref,baseline_b20_s4242,20,4242,29,25,0.004539882603659428,0.0010583237744554719,0.0006214607614865512,0.022365591397849462,-0.0018924857685201,0.0061605639285625,-0.00540153488409319
v25k_ref,altseed_b20_s5252,20,5252,5,12,0.005296086202303707,0.0016620960348336933,0.0006214607614865512,0.022365591397849462,-0.0018924857685201,0.0060183897430464,-0.0052429108308281016
v25k_ref,altseed_b20_s5252,20,5252,5,15,0.005121491445476689,0.0015227352568272234,0.0006214607614865512,0.022365591397849462,-0.0018924857685201,0.006051200059848,-0.005347676869570833
v25k_ref,altseed_b20_s5252,20,5252,5,18,0.004946948444693433,0.0013833917110219751,0.0006214607614865512,0.022365591397849462,-0.0018924857685201,0.0060840098430248,-0.005452433443351295
