variant,path_bootstrap_reps,rows,breach_count,breach_rate,train_breach_count,holdout_breach_count,min_case_slack,mean_case_slack,mean_test_relative,mean_runtime_sec,total_runtime_sec
v25v_pA,600,120,0,0.0,0,0,0.00010803763647745414,0.001462203096244604,0.005345294671968026,1.6075977607819367,192.91173129383242
v25v_n8,600,120,0,0.0,0,0,7.836054711083968e-05,0.0013967430606236463,0.005290088399023695,1.585931377428642,190.31176529143704
v25v_pA,900,120,0,0.0,0,0,0.00033048998578534203,0.001453304826466483,0.005345294671968026,1.6264774139000413,195.17728966800496
v25v_n8,900,120,0,0.0,0,0,0.0002235336232503434,0.0013922448855999295,0.005290088399023695,1.6187588450993644,194.25106141192373
