variant,envelope,scenario,seed,transaction_cost_bps,path_bootstrap_reps,runtime_sec,path_bootstrap_robust_min_p05,case_slack,breach,mean_test_relative
v25v_n8,random_holdout,random_holdout_b15_p8956,5,25,900,1.5862392080016434,-0.0059035382721661315,0.0010964617278338687,False,0.005195956249227418
v25v_n8,random_holdout,random_holdout_b15_p8956,17,22,900,1.5646009169868194,-0.005173188693784125,0.001826811306215875,False,0.005384220548819973
v25v_n8,random_holdout,random_holdout_b15_p8956,17,25,900,1.5713520419667475,-0.005370238446166048,0.0016297615538339522,False,0.005195956249227418
v25v_n8,random_holdout,random_holdout_b15_p8956,29,22,900,1.5555470829713158,-0.005110412387274177,0.001889587612725823,False,0.005384220548819973
v25v_n8,random_holdout,random_holdout_b15_p8956,29,25,900,1.5608351250411943,-0.00541683278882612,0.0015831672111738804,False,0.005195956249227418
v25v_n8,random_holdout,random_holdout_b16_p10086,5,22,900,1.552743417036254,-0.004997570529453909,0.002002429470546091,False,0.005384220548819973
v25v_n8,random_holdout,random_holdout_b16_p10086,5,25,900,1.564272124960553,-0.005413354393814079,0.0015866456061859211,False,0.005195956249227418
v25v_n8,random_holdout,random_holdout_b16_p10086,17,22,900,1.5543258339748718,-0.004592706359785048,0.002407293640214952,False,0.005384220548819973
v25v_n8,random_holdout,random_holdout_b16_p10086,17,25,900,1.556508792040404,-0.004911347352009948,0.002088652647990052,False,0.005195956249227418
v25v_n8,random_holdout,random_holdout_b16_p10086,29,22,900,1.5593527909950353,-0.005252698470661776,0.001747301529338224,False,0.005384220548819973
v25v_n8,random_holdout,random_holdout_b16_p10086,29,25,900,1.5878238749573939,-0.005540452101789051,0.0014595478982109495,False,0.005195956249227418
v25v_n8,random_holdout,random_holdout_b17_p10077,5,22,900,1.5903603340266272,-0.005022101588970534,0.001977898411029466,False,0.005384220548819973
v25v_n8,random_holdout,random_holdout_b17_p10077,5,25,900,1.662730791955255,-0.0054311747977750175,0.0015688252022249827,False,0.005195956249227418
v25v_n8,random_holdout,random_holdout_b17_p10077,17,22,900,1.6096465830341913,-0.005631900790828787,0.0013680992091712136,False,0.005384220548819973
v25v_n8,random_holdout,random_holdout_b17_p10077,17,25,900,1.6052089580334723,-0.005845243591602545,0.0011547564083974554,False,0.005195956249227418
v25v_n8,random_holdout,random_holdout_b17_p10077,29,22,900,1.552446708024945,-0.004874141837780626,0.002125858162219374,False,0.005384220548819973
v25v_n8,random_holdout,random_holdout_b17_p10077,29,25,900,1.5623620000551455,-0.005070608257297826,0.001929391742702174,False,0.005195956249227418
v25v_n8,random_holdout,random_holdout_b17_p5406,5,22,900,1.5475930420216173,-0.005156143111192779,0.001843856888807221,False,0.005384220548819973
v25v_n8,random_holdout,random_holdout_b17_p5406,5,25,900,1.5751424999907613,-0.0054787761883549,0.0015212238116451005,False,0.005195956249227418
v25v_n8,random_holdout,random_holdout_b17_p5406,17,22,900,1.5801003749947995,-0.004672626823558551,0.002327373176441449,False,0.005384220548819973
v25v_n8,random_holdout,random_holdout_b17_p5406,17,25,900,1.5495484579587355,-0.005009450758805778,0.001990549241194222,False,0.005195956249227418
v25v_n8,random_holdout,random_holdout_b17_p5406,29,22,900,1.548457333992701,-0.005216172998834861,0.0017838270011651391,False,0.005384220548819973
v25v_n8,random_holdout,random_holdout_b17_p5406,29,25,900,1.5507987089804374,-0.005692723931187199,0.0013072760688128014,False,0.005195956249227418
v25v_n8,random_train,random_train_b10_p14101,5,22,900,1.855241249955725,-0.006466459075728314,0.000533540924271686,False,0.005384220548819973
v25v_n8,random_train,random_train_b10_p14101,5,25,900,1.6181964999996126,-0.006776466376749657,0.0002235336232503434,False,0.005195956249227418
v25v_n8,random_train,random_train_b10_p14101,17,22,900,1.6294870419660583,-0.005470828787429371,0.0015291712125706288,False,0.005384220548819973
v25v_n8,random_train,random_train_b10_p14101,17,25,900,1.6164322080439888,-0.005689425603390363,0.0013105743966096367,False,0.005195956249227418
v25v_n8,random_train,random_train_b10_p14101,29,22,900,1.6190564999706112,-0.005141805226088841,0.0018581947739111588,False,0.005384220548819973
v25v_n8,random_train,random_train_b10_p14101,29,25,900,1.7430534159648232,-0.005419348811873548,0.0015806511881264525,False,0.005195956249227418
v25v_n8,random_train,random_train_b10_p9889,5,22,900,1.5956859159632586,-0.005893344722170501,0.0011066552778294988,False,0.005384220548819973
v25v_n8,random_train,random_train_b10_p9889,5,25,900,1.6703603750211187,-0.006170054086240089,0.000829945913759911,False,0.005195956249227418
v25v_n8,random_train,random_train_b10_p9889,17,22,900,1.6174895409494638,-0.005962596065954884,0.0010374039340451165,False,0.005384220548819973
v25v_n8,random_train,random_train_b10_p9889,17,25,900,1.6241484999773093,-0.006158913617504325,0.0008410863824956753,False,0.005195956249227418
v25v_n8,random_train,random_train_b10_p9889,29,22,900,1.6927783749997616,-0.005931707551666771,0.0010682924483332292,False,0.005384220548819973
v25v_n8,random_train,random_train_b10_p9889,29,25,900,1.753663083014544,-0.006156705017732511,0.0008432949822674892,False,0.005195956249227418
