variant,rows,all_non_path,breach_count,min_case_slack,mean_case_slack,mean_test_relative,mean_turnover,mean_executed_step_rate
v25z_ridge_hi,137,True,0,0.00010803950603879842,0.0021191235110572244,0.0054132336535514525,0.0006707527088361766,0.02408602150537634
v25z_band_lo,137,True,0,0.00010803763647745414,0.0021191209478833243,0.005413234532392581,0.0006707529060632235,0.02408602150537634
v25z_ref,137,True,0,0.00010803763647745414,0.0021191209478833243,0.005413234532392581,0.0006707529060632235,0.02408602150537634
