variant,scenario,seed,transaction_cost_bps,mean_test_relative,robust_min_test_relative,mean_turnover,mean_executed_step_rate,worst_daily_relative_return,worst_relative_drawdown,path_bootstrap_robust_min_p05
v25h_ref,altblock_b16_s4242,5,15,0.005624313688936455,0.003452944089644472,0.0006324888140830764,0.02193548387096774,-0.0023542666504782,0.007556063111144,-0.007839169345085772
v25h_ref,altblock_b16_s4242,5,18,0.006507115351749304,0.0034008680567532146,0.0006505539019767048,0.023225806451612905,-0.0018862103256267,0.0062448564547221,-0.006316208743983503
v25h_ref,altblock_b16_s4242,5,22,0.00626392456072331,0.0033314360926126607,0.0006505539019767048,0.023225806451612905,-0.0018862103256267,0.006287948781112,-0.006741486867979401
v25h_ref,altblock_b16_s4242,5,25,0.006081594873280194,0.0032793641792554507,0.0006505539019767048,0.023225806451612905,-0.0018862103256267,0.0063202674247963,-0.007246295450869078
v25h_ref,altblock_b16_s4242,17,12,0.0058020733637623055,0.00350502188809676,0.0006324888140830764,0.02193548387096774,-0.0023542666504782,0.0075173856862117,-0.006769726739369264
v25h_ref,altblock_b16_s4242,17,15,0.005624313688936455,0.003452944089644472,0.0006324888140830764,0.02193548387096774,-0.0023542666504782,0.007556063111144,-0.007257969935350372
v25h_ref,altblock_b16_s4242,17,18,0.006507115351749304,0.0034008680567532146,0.0006505539019767048,0.023225806451612905,-0.0018862103256267,0.0062448564547221,-0.005051295773732628
v25h_ref,altblock_b16_s4242,17,22,0.00626392456072331,0.0033314360926126607,0.0006505539019767048,0.023225806451612905,-0.0018862103256267,0.006287948781112,-0.0053635690805722
v25h_ref,altblock_b16_s4242,17,25,0.006081594873280194,0.0032793641792554507,0.0006505539019767048,0.023225806451612905,-0.0018862103256267,0.0063202674247963,-0.00558321934116987
v25h_ref,altblock_b16_s4242,29,12,0.0058020733637623055,0.00350502188809676,0.0006324888140830764,0.02193548387096774,-0.0023542666504782,0.0075173856862117,-0.005916623294078848
v25h_ref,altblock_b16_s4242,29,15,0.005624313688936455,0.003452944089644472,0.0006324888140830764,0.02193548387096774,-0.0023542666504782,0.007556063111144,-0.00630358341408051
v25h_ref,altblock_b16_s4242,29,18,0.006507115351749304,0.0034008680567532146,0.0006505539019767048,0.023225806451612905,-0.0018862103256267,0.0062448564547221,-0.005637109593148376
v25h_ref,altblock_b16_s4242,29,22,0.00626392456072331,0.0033314360926126607,0.0006505539019767048,0.023225806451612905,-0.0018862103256267,0.006287948781112,-0.0061475030294222185
v25h_ref,altblock_b16_s4242,29,25,0.006081594873280194,0.0032793641792554507,0.0006505539019767048,0.023225806451612905,-0.0018862103256267,0.0063202674247963,-0.006376488680533243
v25h_ref,deepcheck_b12_s8080,5,12,0.0058020733637623055,0.00350502188809676,0.0006324888140830764,0.02193548387096774,-0.0023542666504782,0.0075173856862117,-0.005878693680526969
v25h_ref,deepcheck_b12_s8080,5,15,0.005624313688936455,0.003452944089644472,0.0006324888140830764,0.02193548387096774,-0.0023542666504782,0.007556063111144,-0.006455268675337589
v25h_ref,deepcheck_b12_s8080,5,18,0.006507115351749304,0.0034008680567532146,0.0006505539019767048,0.023225806451612905,-0.0018862103256267,0.0062448564547221,-0.005434068174236783
v25h_ref,deepcheck_b12_s8080,5,22,0.00626392456072331,0.0033314360926126607,0.0006505539019767048,0.023225806451612905,-0.0018862103256267,0.006287948781112,-0.005759487289069353
v25h_ref,deepcheck_b12_s8080,5,25,0.006081594873280194,0.0032793641792554507,0.0006505539019767048,0.023225806451612905,-0.0018862103256267,0.0063202674247963,-0.005957749153319297
v25h_ref,deepcheck_b12_s8080,17,12,0.0058020733637623055,0.00350502188809676,0.0006324888140830764,0.02193548387096774,-0.0023542666504782,0.0075173856862117,-0.007423555605637777
v25h_ref,deepcheck_b12_s8080,17,15,0.005624313688936455,0.003452944089644472,0.0006324888140830764,0.02193548387096774,-0.0023542666504782,0.007556063111144,-0.007972679399081129
v25h_ref,deepcheck_b12_s8080,17,18,0.006507115351749304,0.0034008680567532146,0.0006505539019767048,0.023225806451612905,-0.0018862103256267,0.0062448564547221,-0.005226633260901353
v25h_ref,deepcheck_b12_s8080,17,22,0.00626392456072331,0.0033314360926126607,0.0006505539019767048,0.023225806451612905,-0.0018862103256267,0.006287948781112,-0.005382345764558249
v25h_ref,deepcheck_b12_s8080,17,25,0.006081594873280194,0.0032793641792554507,0.0006505539019767048,0.023225806451612905,-0.0018862103256267,0.0063202674247963,-0.005712458034901119
v25h_ref,deepcheck_b12_s8080,29,12,0.0058020733637623055,0.00350502188809676,0.0006324888140830764,0.02193548387096774,-0.0023542666504782,0.0075173856862117,-0.006694643973356534
v25h_ref,deepcheck_b12_s8080,29,15,0.005624313688936455,0.003452944089644472,0.0006324888140830764,0.02193548387096774,-0.0023542666504782,0.007556063111144,-0.006906836086028567
v25h_ref,deepcheck_b12_s8080,29,18,0.006507115351749304,0.0034008680567532146,0.0006505539019767048,0.023225806451612905,-0.0018862103256267,0.0062448564547221,-0.00500727930080318
v25h_ref,deepcheck_b12_s8080,29,22,0.00626392456072331,0.0033314360926126607,0.0006505539019767048,0.023225806451612905,-0.0018862103256267,0.006287948781112,-0.005307883952910458
v25h_ref,deepcheck_b12_s8080,29,25,0.006081594873280194,0.0032793641792554507,0.0006505539019767048,0.023225806451612905,-0.0018862103256267,0.0063202674247963,-0.005448763289433994
v25h_looser_a,baseline_b20_s4242,5,12,0.005529387085661109,0.0019356448471565812,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.0094322284554297,-0.007603999340473555
v25h_looser_a,baseline_b20_s4242,5,15,0.005236167582275586,0.0018059016444103015,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.0094956599427655,-0.00802345768890007
v25h_looser_a,baseline_b20_s4242,5,18,0.004943097760825221,0.001676173089773858,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.009559088844013,-0.008817742762477182
v25h_looser_a,baseline_b20_s4242,5,22,0.004552570665163102,0.0015032244671102646,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.0096436566896258,-0.009491690906342264
v25h_looser_a,baseline_b20_s4242,5,25,0.00425984971399278,0.0013735300859121224,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.0097070795568624,-0.010116511641312425
v25h_looser_a,baseline_b20_s4242,17,12,0.005529387085661109,0.0019356448471565812,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.0094322284554297,-0.00737682190298809
v25h_looser_a,baseline_b20_s4242,17,15,0.005236167582275586,0.0018059016444103015,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.0094956599427655,-0.008109123299558412
v25h_looser_a,baseline_b20_s4242,17,18,0.004943097760825221,0.001676173089773858,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.009559088844013,-0.008490246758264108
v25h_looser_a,baseline_b20_s4242,17,22,0.004552570665163102,0.0015032244671102646,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.0096436566896258,-0.009593293070996434
v25h_looser_a,baseline_b20_s4242,17,25,0.00425984971399278,0.0013735300859121224,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.0097070795568624,-0.010256421063861603
v25h_looser_a,baseline_b20_s4242,29,12,0.005529387085661109,0.0019356448471565812,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.0094322284554297,-0.006637672306833375
v25h_looser_a,baseline_b20_s4242,29,15,0.005236167582275586,0.0018059016444103015,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.0094956599427655,-0.007353324089654317
v25h_looser_a,baseline_b20_s4242,29,18,0.004943097760825221,0.001676173089773858,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.009559088844013,-0.008220767515247885
v25h_looser_a,baseline_b20_s4242,29,22,0.004552570665163102,0.0015032244671102646,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.0096436566896258,-0.008494181392423904
v25h_looser_a,baseline_b20_s4242,29,25,0.00425984971399278,0.0013735300859121224,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.0097070795568624,-0.00903243576866486
v25h_looser_a,altblock_b16_s4242,5,12,0.005529387085661109,0.0019356448471565812,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.0094322284554297,-0.009561978361869033
v25h_looser_a,altblock_b16_s4242,5,15,0.005236167582275586,0.0018059016444103015,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.0094956599427655,-0.010332112053156933
v25h_looser_a,altblock_b16_s4242,5,18,0.004943097760825221,0.001676173089773858,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.009559088844013,-0.01101198802871714
v25h_looser_a,altblock_b16_s4242,5,22,0.004552570665163102,0.0015032244671102646,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.0096436566896258,-0.012027233376687818
v25h_looser_a,altblock_b16_s4242,5,25,0.00425984971399278,0.0013735300859121224,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.0097070795568624,-0.012790668904731378
v25h_looser_a,altblock_b16_s4242,17,12,0.005529387085661109,0.0019356448471565812,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.0094322284554297,-0.008070501708229715
v25h_looser_a,altblock_b16_s4242,17,15,0.005236167582275586,0.0018059016444103015,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.0094956599427655,-0.00857244722784541
v25h_looser_a,altblock_b16_s4242,17,18,0.004943097760825221,0.001676173089773858,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.009559088844013,-0.009405279530136113
v25h_looser_a,altblock_b16_s4242,17,22,0.004552570665163102,0.0015032244671102646,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.0096436566896258,-0.010501003835213523
v25h_looser_a,altblock_b16_s4242,17,25,0.00425984971399278,0.0013735300859121224,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.0097070795568624,-0.01136457043413288
v25h_looser_a,altblock_b16_s4242,29,12,0.005529387085661109,0.0019356448471565812,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.0094322284554297,-0.008453510418358196
v25h_looser_a,altblock_b16_s4242,29,15,0.005236167582275586,0.0018059016444103015,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.0094956599427655,-0.008963507762002183
v25h_looser_a,altblock_b16_s4242,29,18,0.004943097760825221,0.001676173089773858,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.009559088844013,-0.00948765873454631
v25h_looser_a,altblock_b16_s4242,29,22,0.004552570665163102,0.0015032244671102646,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.0096436566896258,-0.010165369023491976
v25h_looser_a,altblock_b16_s4242,29,25,0.00425984971399278,0.0013735300859121224,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.0097070795568624,-0.010673359354332378
v25h_looser_a,deepcheck_b12_s8080,5,12,0.005529387085661109,0.0019356448471565812,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.0094322284554297,-0.009917881638404685
v25h_looser_a,deepcheck_b12_s8080,5,15,0.005236167582275586,0.0018059016444103015,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.0094956599427655,-0.010219941687329525
v25h_looser_a,deepcheck_b12_s8080,5,18,0.004943097760825221,0.001676173089773858,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.009559088844013,-0.01059337658909637
v25h_looser_a,deepcheck_b12_s8080,5,22,0.004552570665163102,0.0015032244671102646,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.0096436566896258,-0.01162012506151185
v25h_looser_a,deepcheck_b12_s8080,5,25,0.00425984971399278,0.0013735300859121224,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.0097070795568624,-0.01239085037902717
v25h_looser_a,deepcheck_b12_s8080,17,12,0.005529387085661109,0.0019356448471565812,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.0094322284554297,-0.009197721197918363
v25h_looser_a,deepcheck_b12_s8080,17,15,0.005236167582275586,0.0018059016444103015,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.0094956599427655,-0.009978391534090069
v25h_looser_a,deepcheck_b12_s8080,17,18,0.004943097760825221,0.001676173089773858,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.009559088844013,-0.01074290348987047
v25h_looser_a,deepcheck_b12_s8080,17,22,0.004552570665163102,0.0015032244671102646,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.0096436566896258,-0.011761355286990216
v25h_looser_a,deepcheck_b12_s8080,17,25,0.00425984971399278,0.0013735300859121224,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.0097070795568624,-0.012401471524164293
v25h_looser_a,deepcheck_b12_s8080,29,12,0.005529387085661109,0.0019356448471565812,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.0094322284554297,-0.00921483941382078
v25h_looser_a,deepcheck_b12_s8080,29,15,0.005236167582275586,0.0018059016444103015,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.0094956599427655,-0.00960206612093969
v25h_looser_a,deepcheck_b12_s8080,29,18,0.004943097760825221,0.001676173089773858,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.009559088844013,-0.010251493007540441
v25h_looser_a,deepcheck_b12_s8080,29,22,0.004552570665163102,0.0015032244671102646,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.0096436566896258,-0.010732853643538725
v25h_looser_a,deepcheck_b12_s8080,29,25,0.00425984971399278,0.0013735300859121224,0.0010425597108640766,0.0356989247311828,-0.0031230141054475,0.0097070795568624,-0.011188692334365296
v25h_looser_b,baseline_b20_s4242,5,12,0.005467265368840657,0.0017462054309229647,0.0010701850456389316,0.03612903225806452,-0.0036218543317461,0.0110534878557866,-0.008738812717746847
v25h_looser_b,baseline_b20_s4242,5,15,0.0051665742016598236,0.0016229575910640115,0.0010701850456389316,0.03612903225806452,-0.0036218543317461,0.0111257067607796,-0.009566183956285269
v25h_looser_b,baseline_b20_s4242,5,18,0.00412873958822173,0.0,0.0009213568621745674,0.03053763440860215,-0.0036218543317461,0.0111979223153507,-0.010276216715408338
v25h_looser_b,baseline_b20_s4242,5,22,0.0025176428966401597,0.0,0.00042132648941663246,0.016774193548387096,-0.0014555565525469,0.0060167318834279,-0.008455244373934533
v25h_looser_b,baseline_b20_s4242,5,25,0.0024104358079798604,0.0,0.0003931674710597067,0.015483870967741935,-0.0014555565525469,0.006113339019481,-0.008328881998408488
v25h_looser_b,baseline_b20_s4242,17,12,0.005467265368840657,0.0017462054309229647,0.0010701850456389316,0.03612903225806452,-0.0036218543317461,0.0110534878557866,-0.00917187552724612
v25h_looser_b,baseline_b20_s4242,17,15,0.0051665742016598236,0.0016229575910640115,0.0010701850456389316,0.03612903225806452,-0.0036218543317461,0.0111257067607796,-0.009652743198474922
v25h_looser_b,baseline_b20_s4242,17,18,0.00412873958822173,0.0,0.0009213568621745674,0.03053763440860215,-0.0036218543317461,0.0111979223153507,-0.010112156316891822
v25h_looser_b,baseline_b20_s4242,17,22,0.0025176428966401597,0.0,0.00042132648941663246,0.016774193548387096,-0.0014555565525469,0.0060167318834279,-0.008600008238693729
v25h_looser_b,baseline_b20_s4242,17,25,0.0024104358079798604,0.0,0.0003931674710597067,0.015483870967741935,-0.0014555565525469,0.006113339019481,-0.00850378996384269
v25h_looser_b,baseline_b20_s4242,29,12,0.005467265368840657,0.0017462054309229647,0.0010701850456389316,0.03612903225806452,-0.0036218543317461,0.0110534878557866,-0.008115556238642112
v25h_looser_b,baseline_b20_s4242,29,15,0.0051665742016598236,0.0016229575910640115,0.0010701850456389316,0.03612903225806452,-0.0036218543317461,0.0111257067607796,-0.00855747721982083
v25h_looser_b,baseline_b20_s4242,29,18,0.00412873958822173,0.0,0.0009213568621745674,0.03053763440860215,-0.0036218543317461,0.0111979223153507,-0.009359520553062795
v25h_looser_b,baseline_b20_s4242,29,22,0.0025176428966401597,0.0,0.00042132648941663246,0.016774193548387096,-0.0014555565525469,0.0060167318834279,-0.009023514876221644
v25h_looser_b,baseline_b20_s4242,29,25,0.0024104358079798604,0.0,0.0003931674710597067,0.015483870967741935,-0.0014555565525469,0.006113339019481,-0.0088080595025873
v25h_looser_b,altblock_b16_s4242,5,12,0.005467265368840657,0.0017462054309229647,0.0010701850456389316,0.03612903225806452,-0.0036218543317461,0.0110534878557866,-0.011659537497475081
v25h_looser_b,altblock_b16_s4242,5,15,0.0051665742016598236,0.0016229575910640115,0.0010701850456389316,0.03612903225806452,-0.0036218543317461,0.0111257067607796,-0.012122901756746006
v25h_looser_b,altblock_b16_s4242,5,18,0.00412873958822173,0.0,0.0009213568621745674,0.03053763440860215,-0.0036218543317461,0.0111979223153507,-0.012975484384156688
v25h_looser_b,altblock_b16_s4242,5,22,0.0025176428966401597,0.0,0.00042132648941663246,0.016774193548387096,-0.0014555565525469,0.0060167318834279,-0.009871216526518045
v25h_looser_b,altblock_b16_s4242,5,25,0.0024104358079798604,0.0,0.0003931674710597067,0.015483870967741935,-0.0014555565525469,0.006113339019481,-0.009662273328987498
v25h_looser_b,altblock_b16_s4242,17,12,0.005467265368840657,0.0017462054309229647,0.0010701850456389316,0.03612903225806452,-0.0036218543317461,0.0110534878557866,-0.008960533425075069
v25h_looser_b,altblock_b16_s4242,17,15,0.0051665742016598236,0.0016229575910640115,0.0010701850456389316,0.03612903225806452,-0.0036218543317461,0.0111257067607796,-0.009684352523178778
v25h_looser_b,altblock_b16_s4242,17,18,0.00412873958822173,0.0,0.0009213568621745674,0.03053763440860215,-0.0036218543317461,0.0111979223153507,-0.010624258386758234
v25h_looser_b,altblock_b16_s4242,17,22,0.0025176428966401597,0.0,0.00042132648941663246,0.016774193548387096,-0.0014555565525469,0.0060167318834279,-0.00924257469081335
v25h_looser_b,altblock_b16_s4242,17,25,0.0024104358079798604,0.0,0.0003931674710597067,0.015483870967741935,-0.0014555565525469,0.006113339019481,-0.009403691765171302
v25h_looser_b,altblock_b16_s4242,29,12,0.005467265368840657,0.0017462054309229647,0.0010701850456389316,0.03612903225806452,-0.0036218543317461,0.0110534878557866,-0.009684619600902649
v25h_looser_b,altblock_b16_s4242,29,15,0.0051665742016598236,0.0016229575910640115,0.0010701850456389316,0.03612903225806452,-0.0036218543317461,0.0111257067607796,-0.010497385062318954
v25h_looser_b,altblock_b16_s4242,29,18,0.00412873958822173,0.0,0.0009213568621745674,0.03053763440860215,-0.0036218543317461,0.0111979223153507,-0.011432417894843372
v25h_looser_b,altblock_b16_s4242,29,22,0.0025176428966401597,0.0,0.00042132648941663246,0.016774193548387096,-0.0014555565525469,0.0060167318834279,-0.008776396528412878
v25h_looser_b,altblock_b16_s4242,29,25,0.0024104358079798604,0.0,0.0003931674710597067,0.015483870967741935,-0.0014555565525469,0.006113339019481,-0.008911939408469616
v25h_looser_b,deepcheck_b12_s8080,5,12,0.005467265368840657,0.0017462054309229647,0.0010701850456389316,0.03612903225806452,-0.0036218543317461,0.0110534878557866,-0.011642437620761698
v25h_looser_b,deepcheck_b12_s8080,5,15,0.0051665742016598236,0.0016229575910640115,0.0010701850456389316,0.03612903225806452,-0.0036218543317461,0.0111257067607796,-0.01223184344313764
v25h_looser_b,deepcheck_b12_s8080,5,18,0.00412873958822173,0.0,0.0009213568621745674,0.03053763440860215,-0.0036218543317461,0.0111979223153507,-0.012678342999024612
v25h_looser_b,deepcheck_b12_s8080,5,22,0.0025176428966401597,0.0,0.00042132648941663246,0.016774193548387096,-0.0014555565525469,0.0060167318834279,-0.010404902296537987
v25h_looser_b,deepcheck_b12_s8080,5,25,0.0024104358079798604,0.0,0.0003931674710597067,0.015483870967741935,-0.0014555565525469,0.006113339019481,-0.010257402521438684
v25h_looser_b,deepcheck_b12_s8080,17,12,0.005467265368840657,0.0017462054309229647,0.0010701850456389316,0.03612903225806452,-0.0036218543317461,0.0110534878557866,-0.01088027269902922
v25h_looser_b,deepcheck_b12_s8080,17,15,0.0051665742016598236,0.0016229575910640115,0.0010701850456389316,0.03612903225806452,-0.0036218543317461,0.0111257067607796,-0.011924801163401805
v25h_looser_b,deepcheck_b12_s8080,17,18,0.00412873958822173,0.0,0.0009213568621745674,0.03053763440860215,-0.0036218543317461,0.0111979223153507,-0.012430192715867499
v25h_looser_b,deepcheck_b12_s8080,17,22,0.0025176428966401597,0.0,0.00042132648941663246,0.016774193548387096,-0.0014555565525469,0.0060167318834279,-0.009048073310695815
v25h_looser_b,deepcheck_b12_s8080,17,25,0.0024104358079798604,0.0,0.0003931674710597067,0.015483870967741935,-0.0014555565525469,0.006113339019481,-0.008159439067497259
v25h_looser_b,deepcheck_b12_s8080,29,12,0.005467265368840657,0.0017462054309229647,0.0010701850456389316,0.03612903225806452,-0.0036218543317461,0.0110534878557866,-0.010415888588322948
v25h_looser_b,deepcheck_b12_s8080,29,15,0.0051665742016598236,0.0016229575910640115,0.0010701850456389316,0.03612903225806452,-0.0036218543317461,0.0111257067607796,-0.010762331418878517
v25h_looser_b,deepcheck_b12_s8080,29,18,0.00412873958822173,0.0,0.0009213568621745674,0.03053763440860215,-0.0036218543317461,0.0111979223153507,-0.011194571712610518
v25h_looser_b,deepcheck_b12_s8080,29,22,0.0025176428966401597,0.0,0.00042132648941663246,0.016774193548387096,-0.0014555565525469,0.0060167318834279,-0.007991122040654124
v25h_looser_b,deepcheck_b12_s8080,29,25,0.0024104358079798604,0.0,0.0003931674710597067,0.015483870967741935,-0.0014555565525469,0.006113339019481,-0.007998026837407196
v25h_looser_c,baseline_b20_s4242,5,12,0.0047301781636885035,0.0019031632960413436,0.0009451744908320795,0.03225806451612903,-0.0031075903680169,0.0100319432206384,-0.008438314431438304
v25h_looser_c,baseline_b20_s4242,5,15,0.004464164991052222,0.0017758373447129827,0.0009451744908320795,0.03225806451612903,-0.0031075903680169,0.0100809713075262,-0.008836213782587527
v25h_looser_c,baseline_b20_s4242,5,18,0.004198291267581622,0.0016485255005291855,0.0009451744908320795,0.03225806451612903,-0.0031075903680169,0.0101299982131306,-0.009252103309073272
v25h_looser_c,baseline_b20_s4242,5,22,0.003517094324882164,0.0014787983170916341,0.0009390213335327974,0.03225806451612903,-0.0031075903680169,0.0101953655830512,-0.010311512030354252
v25h_looser_c,baseline_b20_s4242,5,25,0.003253437607943255,0.0013515193843880446,0.0009390213335327974,0.03225806451612903,-0.0031075903680169,0.0102443897323278,-0.011074310037963025
v25h_looser_c,baseline_b20_s4242,17,12,0.0047301781636885035,0.0019031632960413436,0.0009451744908320795,0.03225806451612903,-0.0031075903680169,0.0100319432206384,-0.008450746477954107
v25h_looser_c,baseline_b20_s4242,17,15,0.004464164991052222,0.0017758373447129827,0.0009451744908320795,0.03225806451612903,-0.0031075903680169,0.0100809713075262,-0.009401166896275664
v25h_looser_c,baseline_b20_s4242,17,18,0.004198291267581622,0.0016485255005291855,0.0009451744908320795,0.03225806451612903,-0.0031075903680169,0.0101299982131306,-0.009861774210169882
v25h_looser_c,baseline_b20_s4242,17,22,0.003517094324882164,0.0014787983170916341,0.0009390213335327974,0.03225806451612903,-0.0031075903680169,0.0101953655830512,-0.010911778495356888
v25h_looser_c,baseline_b20_s4242,17,25,0.003253437607943255,0.0013515193843880446,0.0009390213335327974,0.03225806451612903,-0.0031075903680169,0.0102443897323278,-0.011481927405518538
v25h_looser_c,baseline_b20_s4242,29,12,0.0047301781636885035,0.0019031632960413436,0.0009451744908320795,0.03225806451612903,-0.0031075903680169,0.0100319432206384,-0.007978909645759934
v25h_looser_c,baseline_b20_s4242,29,15,0.004464164991052222,0.0017758373447129827,0.0009451744908320795,0.03225806451612903,-0.0031075903680169,0.0100809713075262,-0.008708339621717437
v25h_looser_c,baseline_b20_s4242,29,18,0.004198291267581622,0.0016485255005291855,0.0009451744908320795,0.03225806451612903,-0.0031075903680169,0.0101299982131306,-0.009437249029887712
v25h_looser_c,baseline_b20_s4242,29,22,0.003517094324882164,0.0014787983170916341,0.0009390213335327974,0.03225806451612903,-0.0031075903680169,0.0101953655830512,-0.01039692550459757
v25h_looser_c,baseline_b20_s4242,29,25,0.003253437607943255,0.0013515193843880446,0.0009390213335327974,0.03225806451612903,-0.0031075903680169,0.0102443897323278,-0.011016403253498586
v25h_looser_c,altblock_b16_s4242,5,12,0.0047301781636885035,0.0019031632960413436,0.0009451744908320795,0.03225806451612903,-0.0031075903680169,0.0100319432206384,-0.011044932396804341
v25h_looser_c,altblock_b16_s4242,5,15,0.004464164991052222,0.0017758373447129827,0.0009451744908320795,0.03225806451612903,-0.0031075903680169,0.0100809713075262,-0.011849311390187878
v25h_looser_c,altblock_b16_s4242,5,18,0.004198291267581622,0.0016485255005291855,0.0009451744908320795,0.03225806451612903,-0.0031075903680169,0.0101299982131306,-0.012645487205457339
