candidate,rows,breach_count,breach_rate,min_case_slack,mean_case_slack,mean_test_relative,mean_validation_relative,mean_turnover,mean_executed_steps,mean_gate_suppression,seed_return_range,activity_violations,cost35_breach_count,cost35_min_slack
sc3e_incumbent_newseed,80,0,0.0,0.006245169333214667,0.011170901052054347,0.017509069412645177,0.011282102383054791,9.969468664396358e-05,0.99375,0.9978582974137928,0.0010272771219833055,80,0,0.006245169333214667
c_objw075,80,0,0.0,0.006245621390622912,0.01116853815391912,0.017499040273269505,0.01127565697525814,9.963796845091177e-05,0.99375,0.9978582974137928,0.0010266890316982108,80,0,0.006245621390622912
