variant,scenarios,all_non_path,all_case_floor,min_case_slack,min_mean_path_slack,mean_mean_path,mean_test_relative,mean_turnover,mean_executed_step_rate
v25i_ref,3,True,False,-0.000972679399081129,0.0005979845273455754,-0.005785099607635648,0.0060558043676903145,0.0006433278668192536,0.02270967741935485
v25i_asym_t2,3,False,False,-0.0021872887672389823,-0.0009167078307844917,-0.0073981573188447855,0.0032484563669984644,0.0005305000498825213,0.018494623655913978
v25i_tight_2,3,True,False,-0.0041163097976810005,-0.0026139711037931656,-0.008575448224164771,0.00343422824014568,0.0006456757395117924,0.022709677419354844
v25i_asym_t1,3,True,False,-0.004116317698356909,-0.002668141254127304,-0.008620113878203769,0.0043641365086569016,0.0006544001347705054,0.022967741935483874
v25i_tight_3,3,False,False,-0.004469324037761231,-0.0036560641990081603,-0.010369207775034655,0.002625776858726794,0.00037929312614714536,0.012817204301075273
v25i_bal_2,3,True,False,-0.004593357516674684,-0.00191032625315037,-0.008363892916062906,0.004611494117132722,0.0009347752809870221,0.02924731182795699
v25i_bal_1,3,True,False,-0.004615387207087152,-0.0019779374748705838,-0.008415718429566512,0.004631376076433699,0.0009361649867498763,0.029333333333333333
v25i_tight_1,3,True,False,-0.005017881970818812,-0.0027587442598843515,-0.009194649924172986,0.004600130400417939,0.0010116448566409922,0.031569892473118276
v25i_tight_4,3,False,False,-0.0069213318666705775,-0.006355895564406387,-0.013011529694996672,0.0027603031347409163,0.000347345467402401,0.012043010752688176
