split,seed,fold,phase,train_end_idx,val_start_idx,val_end_idx,test_start_idx,test_end_idx,n_test_samples,validation_relative_total_return,policy_total_return,policy_relative_total_return,static_hold_total_return,delta_total_return_vs_static_hold,mean_spy_weight,mean_turnover,active,signal_scale,signal_bias,validation_signal_abs_p95,validation_proposed_step_p95,validation_proposed_steps_over_band,validation_gate_suppressed_step_count,validation_gate_suppression_rate,test_signal_abs_p95,test_proposed_step_p95,test_proposed_steps_over_band,test_executed_step_count,test_gate_suppressed_step_count,test_gate_suppression_rate
chrono,5,fold_01,test,1628,1629,2326,2327,2791,465,0.011490585853836555,0.24024981560998548,0.009667859380473987,0.2283740678553392,0.011875747754646282,1.048674532045232,0.00021829462328021645,1,0.4666666666666667,0.10435754121355542,0.16232289214295773,0.010960317099015647,7,690,0.9899569583931134,0.15924951732797848,0.002662808042049658,3,3,461,0.9935344827586207
chrono,5,fold_02,test,2093,2094,2791,2792,3256,465,0.01745611406461345,0.27063456648427175,0.0005327793728251429,0.2699579590793191,0.0006766074049526782,1.027509835858044,0.001151552172855666,1,0.5,0.09312254210213393,0.132546506605959,0.009024479732984585,7,690,0.9899569583931134,0.14000538878254606,0.019548281342291363,20,20,444,0.9568965517241379
chrono,5,fold_03,test,2558,2559,3256,3257,3721,465,0.0024813422932936646,0.26728612889194925,-0.004198394791590343,0.2726291283962341,-0.005342999504284851,0.9791230394940189,4.538469675213274e-05,1,-0.16666666666666669,0.10003849137265707,0.13744146505772525,0.0173750989318403,7,690,0.9899569583931134,0.14072921692971388,0.012424777210875664,1,1,463,0.9978448275862069
chrono,5,fold_04,test,3023,3024,3721,3722,4186,465,0.005753314547600752,0.3526053329379819,0.006183745327993373,0.34429257003854996,0.008312762899431947,1.0284359247141428,0.0005496738685496353,1,0.33333333333333337,0.09953654330418335,0.14097247025083168,0.017134783695131058,14,683,0.9799139167862266,0.1508878595483634,0.01827260664961908,12,12,452,0.9741379310344828
chrono,5,fold_05,test,3488,3489,4186,4187,4651,465,0.006610695739294403,0.37508687818422914,0.009468408413725093,0.36218911530380193,0.01289776288042721,1.036202406836847,0.00047364810429560586,1,0.33333333333333337,0.11120617136928332,0.17339261136744585,0.0158327325774493,15,682,0.9784791965566715,0.16249651682418004,0.016902255178317876,8,8,456,0.9827586206896551
